ip.src,ip.dst,frame.time_delta,frame.len,ip.ttl,ip.len,Protocol,label
192.168.64.6,192.168.64.1,22.784757883983396,60,64,80,ICMP,Normal
192.168.64.11,192.168.64.3,8.880902622258059e-06,98,128,118,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,8.313987275728934e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,7.977036283548276e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,23.489853583006607,60,128,80,ICMP,Normal
192.168.64.6,192.168.64.1,25.61674139320826,60,128,80,TCP,Normal
192.168.64.11,192.168.64.3,9.342353726230716e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,4.3766947774880646e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,26.920383551893583,1514,128,1534,TCP,Normal
192.168.64.12,192.168.64.3,8.645041823583817e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.12,192.168.64.3,6.129386552598468e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.6,192.168.64.1,25.866914334094773,98,128,118,UDP,Normal
192.168.64.7,192.168.64.1,27.33966954098281,1514,64,1534,TCP,Normal
192.168.64.5,192.168.64.1,28.118233174156284,46,64,66,TCP,Normal
192.168.64.6,192.168.64.1,7.662280395239538,1514,128,1534,UDP,Normal
192.168.64.11,192.168.64.3,4.7659519182837996e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,6.675596959410678e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.11,192.168.64.3,3.691260643951605e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,4.485215006404534e-05,98,128,118,ICMP,DDOS-Attack
192.168.64.11,192.168.64.3,3.2186026865296425e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.12,192.168.64.3,9.414711072780699e-05,98,128,118,ICMP,DDOS-Attack
192.168.64.7,192.168.64.3,23.109352025855944,60,128,80,TCP,Normal
192.168.64.11,192.168.64.3,3.344934937828067e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.11,192.168.64.3,5.065749106250137e-06,60,128,80,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,7.799403141818252e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.11,192.168.64.3,5.20152136114433e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.12,192.168.64.3,7.815715186317686e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.5,192.168.64.3,7.360603371380885,98,128,118,UDP,Normal
192.168.64.10,192.168.64.3,1.02633050300807,1514,128,1534,UDP,Normal
192.168.64.10,192.168.64.3,5.868023595799619e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.7,192.168.64.1,3.377393059160448,46,64,66,UDP,Normal
192.168.64.7,192.168.64.1,4.5958803210411,46,128,66,TCP,Normal
192.168.64.6,192.168.64.3,11.483736401737442,1514,64,1534,TCP,Normal
192.168.64.5,192.168.64.1,4.972870737831856,98,128,118,ICMP,Normal
192.168.64.10,192.168.64.3,4.557863381032373,1514,128,1534,ICMP,Normal
192.168.64.5,192.168.64.1,25.738877960989683,98,64,118,ICMP,Normal
192.168.64.5,192.168.64.1,18.29528981530814,60,128,80,TCP,Normal
192.168.64.12,192.168.64.3,3.0623968425805e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.12,192.168.64.3,1.1187603745858063e-05,98,128,118,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,5.145738852226514,1514,64,1534,UDP,Normal
192.168.64.11,192.168.64.3,3.48331353902668e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.12,192.168.64.3,7.903189205680391e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.10,192.168.64.1,16.073151029208912,98,128,118,UDP,Normal
192.168.64.11,192.168.64.3,5.0226843940183704e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,1.546037721298328,98,128,118,TCP,Normal
192.168.64.12,192.168.64.3,9.75022144986209e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.12,192.168.64.3,8.650050070836499e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.5,192.168.64.3,17.610672257888663,60,128,80,UDP,Normal
192.168.64.6,192.168.64.3,22.452230401976713,98,128,118,TCP,Normal
192.168.64.5,192.168.64.1,5.201047870613521,60,64,80,ICMP,Normal
192.168.64.6,192.168.64.1,18.901413073643823,60,128,80,UDP,Normal
192.168.64.10,192.168.64.3,2.8635269189008147e-05,98,128,118,ICMP,DDOS-Attack
192.168.64.12,192.168.64.3,1.992207675644079e-05,98,128,118,ICMP,DDOS-Attack
192.168.64.12,192.168.64.3,2.784308308467822e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.10,192.168.64.1,3.065605991538068,46,128,66,TCP,Normal
192.168.64.10,192.168.64.3,4.8752919880507966,1514,128,1534,ICMP,Normal
192.168.64.7,192.168.64.3,1.9473518924402262,98,128,118,ICMP,Normal
192.168.64.6,192.168.64.1,10.414081155391735,98,128,118,ICMP,Normal
192.168.64.10,192.168.64.3,8.255089240712925e-05,98,128,118,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,6.870379737516733e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.10,192.168.64.1,0.24229529809016004,1514,64,1534,ICMP,Normal
192.168.64.10,192.168.64.3,8.050067891597971e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.7,192.168.64.3,16.380969933815493,1514,128,1534,TCP,Normal
192.168.64.10,192.168.64.3,1.085510476806874e-05,98,128,118,ICMP,DDOS-Attack
192.168.64.12,192.168.64.3,9.024905632567902e-05,98,128,118,ICMP,DDOS-Attack
192.168.64.11,192.168.64.3,7.934956530019058e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,6.877799323223166e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.10,192.168.64.1,26.0296119652094,98,64,118,ICMP,Normal
192.168.64.11,192.168.64.3,5.231221000133186e-06,98,64,118,ICMP,DDOS-Attack
192.168.64.6,192.168.64.1,20.809721201361462,1514,64,1534,TCP,Normal
192.168.64.7,192.168.64.1,21.431229920930082,1514,128,1534,UDP,Normal
192.168.64.6,192.168.64.1,5.625164640716794,46,64,66,UDP,Normal
192.168.64.10,192.168.64.3,9.622462256045187e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.5,192.168.64.1,10.814105691978927,60,64,80,ICMP,Normal
192.168.64.10,192.168.64.3,1.1992457379362096e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.11,192.168.64.3,3.26545763453618e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.11,192.168.64.3,7.099451413298649e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.5,192.168.64.1,8.005790650272928,1514,128,1534,TCP,Normal
192.168.64.5,192.168.64.1,14.854423912286018,46,128,66,ICMP,Normal
192.168.64.6,192.168.64.3,13.690847735573469,1514,64,1534,ICMP,Normal
192.168.64.6,192.168.64.1,28.715983264761267,1514,128,1534,ICMP,Normal
192.168.64.6,192.168.64.1,18.24930002924726,1514,64,1534,TCP,Normal
192.168.64.11,192.168.64.3,6.993988082077002e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.11,192.168.64.3,3.441055224181492e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.7,192.168.64.1,1.8722563243625183,98,128,118,ICMP,Normal
192.168.64.12,192.168.64.3,7.013545915666087e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,2.4582734112086e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.6,192.168.64.1,20.33534142354886,1514,64,1534,TCP,Normal
192.168.64.7,192.168.64.3,27.79825278559854,1514,128,1534,UDP,Normal
192.168.64.11,192.168.64.3,8.583947706284766e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.12,192.168.64.3,5.727476347871983e-05,98,128,118,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,7.36306411960804e-05,98,128,118,ICMP,DDOS-Attack
192.168.64.11,192.168.64.3,5.6497401091103816e-05,98,128,118,ICMP,DDOS-Attack
192.168.64.5,192.168.64.1,6.2844841469899135,46,128,66,TCP,Normal
192.168.64.10,192.168.64.3,7.476933617295422e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.11,192.168.64.3,2.562381398527184e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,7.598898009962106e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.7,192.168.64.3,4.173288596352017,46,64,66,ICMP,Normal
192.168.64.12,192.168.64.3,9.901708241110528e-06,60,64,80,ICMP,DDOS-Attack
192.168.64.11,192.168.64.3,4.437305345229622e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.6,192.168.64.1,12.378124997431605,1514,64,1534,ICMP,Normal
192.168.64.11,192.168.64.3,1.6794455712153935e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.6,192.168.64.3,15.70227815923568,98,128,118,TCP,Normal
192.168.64.10,192.168.64.3,27.560026241125602,60,64,80,ICMP,Normal
192.168.64.12,192.168.64.3,2.3442374555417447e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.11,192.168.64.3,2.813011738072331e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.12,192.168.64.3,4.723476878565243e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.5,192.168.64.3,6.230074823675491,1514,128,1534,ICMP,Normal
192.168.64.6,192.168.64.1,14.240961719897273,46,64,66,UDP,Normal
192.168.64.11,192.168.64.3,9.62269356338451e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.11,192.168.64.3,3.0251324538049174e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.11,192.168.64.3,2.4781723887630172e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,9.008682881041524,46,64,66,ICMP,Normal
192.168.64.11,192.168.64.3,1.1218448239020963e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.7,192.168.64.1,9.226348435030083,46,64,66,ICMP,Normal
192.168.64.10,192.168.64.3,21.273688128025874,98,64,118,UDP,Normal
192.168.64.10,192.168.64.3,8.233202221107893e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.11,192.168.64.3,6.539209963356258e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.12,192.168.64.3,5.0602983461475744e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.7,192.168.64.3,5.824214222107224,46,64,66,UDP,Normal
192.168.64.10,192.168.64.3,8.940349457877791e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.5,192.168.64.3,17.67259467403191,46,128,66,TCP,Normal
192.168.64.11,192.168.64.3,5.204521016396782e-06,98,64,118,ICMP,DDOS-Attack
192.168.64.6,192.168.64.3,24.13315291792532,1514,128,1534,UDP,Normal
192.168.64.7,192.168.64.3,26.138102122430492,60,64,80,UDP,Normal
192.168.64.11,192.168.64.3,2.6220122026335166e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.12,192.168.64.3,7.934492899316571e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.5,192.168.64.1,23.93106972593798,60,64,80,TCP,Normal
192.168.64.10,192.168.64.1,22.67154227050658,98,128,118,ICMP,Normal
192.168.64.6,192.168.64.1,26.697697923609994,1514,64,1534,TCP,Normal
192.168.64.10,192.168.64.3,1.7328468658420378e-05,98,128,118,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,6.837525801613105e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.7,192.168.64.3,24.78484803718193,60,128,80,TCP,Normal
192.168.64.11,192.168.64.3,7.358214928755195e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,15.88912453169637,46,128,66,UDP,Normal
192.168.64.10,192.168.64.3,7.140484866524886e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.12,192.168.64.3,5.752816556127187e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.10,192.168.64.1,8.948745490626075,46,128,66,ICMP,Normal
192.168.64.7,192.168.64.1,26.758370913103263,60,128,80,UDP,Normal
192.168.64.10,192.168.64.1,13.297991556306593,46,128,66,UDP,Normal
192.168.64.5,192.168.64.3,0.7054336908624975,98,64,118,ICMP,Normal
192.168.64.10,192.168.64.1,6.8146481546923665,1514,128,1534,ICMP,Normal
192.168.64.5,192.168.64.1,15.813757720145619,1514,128,1534,UDP,Normal
192.168.64.12,192.168.64.3,3.5802683744920105e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.7,192.168.64.3,28.32944511055985,98,64,118,UDP,Normal
192.168.64.5,192.168.64.1,19.856157058141935,60,128,80,ICMP,Normal
192.168.64.5,192.168.64.3,0.10856558434801787,60,64,80,UDP,Normal
192.168.64.12,192.168.64.3,8.066787239040168e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,2.073592350584981,1514,64,1534,TCP,Normal
192.168.64.10,192.168.64.3,1.2440279291382543e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.7,192.168.64.1,24.90423427930888,60,128,80,ICMP,Normal
192.168.64.11,192.168.64.3,7.138909523303132e-05,98,128,118,ICMP,DDOS-Attack
192.168.64.6,192.168.64.1,19.549949536966817,60,128,80,UDP,Normal
192.168.64.12,192.168.64.3,3.58286956346249e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.6,192.168.64.1,10.17118719912534,98,64,118,UDP,Normal
192.168.64.10,192.168.64.1,8.151799930779427,60,64,80,ICMP,Normal
192.168.64.6,192.168.64.1,26.689403494124626,46,64,66,UDP,Normal
192.168.64.11,192.168.64.3,6.637324722089863e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.5,192.168.64.1,4.855422988267323,46,64,66,TCP,Normal
192.168.64.11,192.168.64.3,7.059618088853513e-05,98,128,118,ICMP,DDOS-Attack
192.168.64.5,192.168.64.3,20.24467433197048,1514,64,1534,ICMP,Normal
192.168.64.12,192.168.64.3,3.6787227832359395e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.6,192.168.64.1,24.351255539656226,1514,64,1534,TCP,Normal
192.168.64.12,192.168.64.3,6.397077361487034e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.12,192.168.64.3,4.195689715909301e-05,98,128,118,ICMP,DDOS-Attack
192.168.64.5,192.168.64.1,16.333128909296075,1514,64,1534,TCP,Normal
192.168.64.11,192.168.64.3,9.705329909707281e-05,98,128,118,ICMP,DDOS-Attack
192.168.64.12,192.168.64.3,3.8340700386640105e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.10,192.168.64.1,13.24788626613969,1514,128,1534,ICMP,Normal
192.168.64.10,192.168.64.3,18.251894757956265,1514,128,1534,TCP,Normal
192.168.64.7,192.168.64.1,24.331778335038067,46,128,66,TCP,Normal
192.168.64.10,192.168.64.3,27.451091515628203,60,128,80,UDP,Normal
192.168.64.10,192.168.64.3,1.8313509683291404e-05,98,128,118,ICMP,DDOS-Attack
192.168.64.7,192.168.64.3,15.723217241799928,1514,128,1534,TCP,Normal
192.168.64.11,192.168.64.3,8.586197404889929e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.6,192.168.64.1,17.194401102708767,46,128,66,ICMP,Normal
192.168.64.6,192.168.64.1,19.282942571410185,98,128,118,ICMP,Normal
192.168.64.7,192.168.64.3,20.547031523137463,60,64,80,UDP,Normal
192.168.64.7,192.168.64.3,0.3864723514578129,1514,128,1534,ICMP,Normal
192.168.64.6,192.168.64.3,5.781550306972285,98,64,118,ICMP,Normal
192.168.64.7,192.168.64.3,12.036524744153692,98,64,118,UDP,Normal
192.168.64.10,192.168.64.3,19.476646366994252,98,128,118,ICMP,Normal
192.168.64.10,192.168.64.3,6.514976775409273e-06,60,64,80,ICMP,DDOS-Attack
192.168.64.7,192.168.64.1,6.574008763826652,98,128,118,TCP,Normal
192.168.64.10,192.168.64.3,3.530931722183821e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,26.924285647457353,98,128,118,UDP,Normal
192.168.64.10,192.168.64.3,2.163155778821483e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,4.943061018789574,46,64,66,TCP,Normal
192.168.64.5,192.168.64.1,19.627218237593656,60,64,80,TCP,Normal
192.168.64.5,192.168.64.3,27.391471135207485,46,128,66,TCP,Normal
192.168.64.7,192.168.64.3,4.873311318123151,1514,128,1534,ICMP,Normal
192.168.64.11,192.168.64.3,1.0736147237431101e-05,98,128,118,ICMP,DDOS-Attack
192.168.64.6,192.168.64.1,24.22535449834297,60,128,80,UDP,Normal
192.168.64.6,192.168.64.3,26.815112945763165,46,128,66,ICMP,Normal
192.168.64.7,192.168.64.1,24.024124477279855,1514,64,1534,ICMP,Normal
192.168.64.6,192.168.64.3,29.177423746734572,46,128,66,TCP,Normal
192.168.64.10,192.168.64.3,1.4433143461435652e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,3.190699649485241e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.6,192.168.64.1,15.259089814528961,1514,64,1534,TCP,Normal
192.168.64.10,192.168.64.3,18.12260329994792,60,128,80,TCP,Normal
192.168.64.10,192.168.64.3,3.1973007734976715,60,128,80,ICMP,Normal
192.168.64.12,192.168.64.3,1.5028024845969938e-06,98,64,118,ICMP,DDOS-Attack
192.168.64.5,192.168.64.1,20.881931483408174,46,64,66,ICMP,Normal
192.168.64.5,192.168.64.3,7.400373721295593,46,64,66,ICMP,Normal
192.168.64.10,192.168.64.3,6.888536147730566e-06,60,128,80,ICMP,DDOS-Attack
192.168.64.12,192.168.64.3,3.4760997053347355e-05,98,128,118,ICMP,DDOS-Attack
192.168.64.7,192.168.64.3,27.356945184002736,98,64,118,TCP,Normal
192.168.64.10,192.168.64.3,4.051751265659094e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,5.6303611349752756e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.6,192.168.64.1,20.647524765337455,98,64,118,UDP,Normal
192.168.64.6,192.168.64.1,3.0166939944600815,98,128,118,UDP,Normal
192.168.64.5,192.168.64.1,7.489748631325351,46,64,66,UDP,Normal
192.168.64.10,192.168.64.1,21.04830548678566,46,64,66,TCP,Normal
192.168.64.6,192.168.64.1,6.862281188764621,60,128,80,UDP,Normal
192.168.64.11,192.168.64.3,1.2400422952884167e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,7.157175359023455e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,3.883254713921423e-06,98,64,118,ICMP,DDOS-Attack
192.168.64.11,192.168.64.3,3.3252174830816205e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,9.655575421602778e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,19.38095154313892,98,128,118,ICMP,Normal
192.168.64.10,192.168.64.3,6.138421430100913e-05,98,128,118,ICMP,DDOS-Attack
192.168.64.10,192.168.64.1,18.571982062052086,98,64,118,ICMP,Normal
192.168.64.5,192.168.64.3,19.46334947467862,98,64,118,TCP,Normal
192.168.64.5,192.168.64.1,21.489579136060385,46,64,66,UDP,Normal
192.168.64.5,192.168.64.1,3.7433224827268443,98,64,118,ICMP,Normal
192.168.64.12,192.168.64.3,2.669549289403518e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.11,192.168.64.3,1.541118347349034e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.12,192.168.64.3,1.1404657471150195e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.12,192.168.64.3,1.9739080945684937e-05,98,128,118,ICMP,DDOS-Attack
192.168.64.10,192.168.64.1,14.43976190527389,1514,64,1534,ICMP,Normal
192.168.64.11,192.168.64.3,3.110826109733558e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.12,192.168.64.3,9.092816078089509e-05,98,128,118,ICMP,DDOS-Attack
192.168.64.7,192.168.64.1,10.069248895908894,60,64,80,TCP,Normal
192.168.64.10,192.168.64.3,8.049759701544114e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,12.640566174017083,60,64,80,ICMP,Normal
192.168.64.10,192.168.64.1,8.072495725968125,98,64,118,TCP,Normal
192.168.64.5,192.168.64.3,10.587152876596038,46,64,66,TCP,Normal
192.168.64.11,192.168.64.3,4.5346420380562625e-05,98,128,118,ICMP,DDOS-Attack
192.168.64.10,192.168.64.1,1.9983418749597064,46,64,66,UDP,Normal
192.168.64.10,192.168.64.3,2.5585483865720214e-06,98,128,118,ICMP,DDOS-Attack
192.168.64.6,192.168.64.1,8.496339533146491,1514,128,1534,UDP,Normal
192.168.64.6,192.168.64.1,2.498512186133829,98,128,118,UDP,Normal
192.168.64.6,192.168.64.1,4.359034751589821,1514,64,1534,ICMP,Normal
192.168.64.10,192.168.64.1,15.670286305447165,98,128,118,TCP,Normal
192.168.64.10,192.168.64.3,4.8871435228246536e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,6.034488939946292e-06,60,128,80,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,22.792898481738547,98,64,118,TCP,Normal
192.168.64.10,192.168.64.3,6.817062569640755e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.6,192.168.64.3,14.550954385174006,98,64,118,UDP,Normal
192.168.64.6,192.168.64.3,22.19142092671034,60,64,80,UDP,Normal
192.168.64.10,192.168.64.3,1.2444955450539708e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.7,192.168.64.1,25.858622153586893,98,128,118,TCP,Normal
192.168.64.11,192.168.64.3,3.430297861688803e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.5,192.168.64.3,7.324974647513593,46,128,66,UDP,Normal
192.168.64.5,192.168.64.3,17.30379679796672,60,64,80,UDP,Normal
192.168.64.10,192.168.64.1,8.381231997181997,1514,128,1534,ICMP,Normal
192.168.64.7,192.168.64.1,0.7776930999633984,1514,64,1534,UDP,Normal
192.168.64.11,192.168.64.3,2.849418964773354e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.7,192.168.64.3,4.844461591299277,1514,128,1534,TCP,Normal
192.168.64.7,192.168.64.1,22.571234592399378,1514,64,1534,TCP,Normal
192.168.64.12,192.168.64.3,1.431452054305473e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,27.23862335305107,60,128,80,UDP,Normal
192.168.64.5,192.168.64.1,2.582667250425786,1514,128,1534,ICMP,Normal
192.168.64.10,192.168.64.3,4.042977435981639e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.12,192.168.64.3,6.384684103708807e-06,60,64,80,ICMP,DDOS-Attack
192.168.64.6,192.168.64.1,27.814614640736167,46,64,66,UDP,Normal
192.168.64.12,192.168.64.3,1.3020075644992243e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.5,192.168.64.3,8.28968388496142,46,128,66,ICMP,Normal
192.168.64.11,192.168.64.3,2.9974473130182996e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.6,192.168.64.3,25.453338956982993,98,64,118,ICMP,Normal
192.168.64.11,192.168.64.3,8.416186436014915e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,9.527616515950193,98,128,118,ICMP,Normal
192.168.64.7,192.168.64.3,28.50795169923084,60,64,80,ICMP,Normal
192.168.64.6,192.168.64.3,18.0291308077131,46,64,66,TCP,Normal
192.168.64.10,192.168.64.3,3.6803062389263406e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.6,192.168.64.1,10.522168449753792,46,128,66,TCP,Normal
192.168.64.5,192.168.64.3,7.579009719677564,46,128,66,ICMP,Normal
192.168.64.7,192.168.64.1,18.262331044765425,98,128,118,UDP,Normal
192.168.64.12,192.168.64.3,9.868207355008539e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.5,192.168.64.3,3.690090335552083,60,128,80,ICMP,Normal
192.168.64.12,192.168.64.3,2.315406024082665e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.6,192.168.64.1,21.32108480920059,46,128,66,ICMP,Normal
192.168.64.10,192.168.64.3,3.141665722292433e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.12,192.168.64.3,1.50882313097047e-06,60,128,80,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,3.7994698367954425,98,128,118,TCP,Normal
192.168.64.10,192.168.64.3,9.482918862118267e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.7,192.168.64.1,10.275114105979647,98,128,118,UDP,Normal
192.168.64.10,192.168.64.3,8.139568348985922e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.5,192.168.64.1,25.848019672197584,98,64,118,TCP,Normal
192.168.64.12,192.168.64.3,8.666416136090143e-05,98,128,118,ICMP,DDOS-Attack
192.168.64.11,192.168.64.3,5.1784955632269834e-05,98,128,118,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,3.0441939874136982e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,4.410397097139783e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.7,192.168.64.1,25.70715201687347,98,64,118,TCP,Normal
192.168.64.6,192.168.64.3,5.900008341969563,46,128,66,TCP,Normal
192.168.64.10,192.168.64.3,11.166666352278547,60,64,80,TCP,Normal
192.168.64.10,192.168.64.1,27.03687576435597,1514,128,1534,TCP,Normal
192.168.64.5,192.168.64.3,18.414343077170393,1514,64,1534,ICMP,Normal
192.168.64.6,192.168.64.1,26.680289239974826,98,64,118,ICMP,Normal
192.168.64.11,192.168.64.3,8.975392084494048e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.5,192.168.64.1,25.691432818200425,46,64,66,ICMP,Normal
192.168.64.12,192.168.64.3,2.652007033219514e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.7,192.168.64.1,18.730484506685784,60,128,80,TCP,Normal
192.168.64.10,192.168.64.1,9.34485871935256,1514,128,1534,TCP,Normal
192.168.64.12,192.168.64.3,9.618003950194027e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.6,192.168.64.3,11.70837950811592,60,64,80,ICMP,Normal
192.168.64.6,192.168.64.3,10.458836392891126,98,64,118,ICMP,Normal
192.168.64.6,192.168.64.1,6.84852180705628,46,128,66,UDP,Normal
192.168.64.10,192.168.64.3,9.288768846689493e-06,60,128,80,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,6.618155994232715e-05,98,128,118,ICMP,DDOS-Attack
192.168.64.10,192.168.64.1,17.30412984583272,1514,64,1534,UDP,Normal
192.168.64.6,192.168.64.3,24.353963482549684,98,128,118,UDP,Normal
192.168.64.7,192.168.64.1,2.548586593180144,1514,64,1534,TCP,Normal
192.168.64.5,192.168.64.3,2.6323569264422466,98,64,118,UDP,Normal
192.168.64.12,192.168.64.3,4.28475543831901e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.5,192.168.64.1,17.712232959297985,98,64,118,ICMP,Normal
192.168.64.10,192.168.64.1,21.606211983282257,46,64,66,UDP,Normal
192.168.64.6,192.168.64.3,28.793660452057125,60,64,80,UDP,Normal
192.168.64.10,192.168.64.3,15.233683161793113,46,128,66,ICMP,Normal
192.168.64.5,192.168.64.3,8.541439684951238,98,64,118,ICMP,Normal
192.168.64.10,192.168.64.3,1.7260809327818471e-06,98,128,118,ICMP,DDOS-Attack
192.168.64.12,192.168.64.3,2.819717987748963e-06,98,64,118,ICMP,DDOS-Attack
192.168.64.7,192.168.64.1,27.484917676658537,98,128,118,TCP,Normal
192.168.64.5,192.168.64.3,17.90061837594833,46,128,66,TCP,Normal
192.168.64.10,192.168.64.3,1.4033705290532582e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.12,192.168.64.3,8.967690919599635e-05,60,128,80,ICMP,DDOS-Attack
