protocol,pkt_len,pkt_rate,pkt_count,ip_ttl,label
UDP,512,12769.0,49,64,DDOS-Attack
ICMP,60,21438.5,15,128,DDOS-Attack
ICMP,60,14391.9,18,64,DDOS-Attack
TCP,94,478.7,8,255,Normal
UDP,612,206.2,3,255,Normal
TCP,923,67.0,5,128,Normal
TCP,847,100.5,6,255,Normal
TCP,763,33.6,1,128,Normal
TCP,403,143.9,1,128,Normal
TCP,877,206.1,1,128,Normal
TCP,1271,311.5,1,64,Normal
TCP,64,14459.4,12,64,DDOS-Attack
TCP,287,496.5,1,64,Normal
UDP,223,365.0,1,255,Normal
UDP,1400,218.8,2,255,Normal
UDP,60,15464.9,28,128,DDOS-Attack
UDP,130,307.3,1,64,Normal
ICMP,60,19527.5,41,64,DDOS-Attack
TCP,64,39691.9,38,128,DDOS-Attack
TCP,1439,215.9,6,128,Normal
TCP,426,429.3,8,64,Normal
TCP,352,220.4,7,64,Normal
TCP,1410,74.3,7,255,Normal
ICMP,782,183.4,8,64,Normal
TCP,64,21999.9,37,64,DDOS-Attack
TCP,1148,341.2,7,255,Normal
UDP,60,4896.9,33,64,DDOS-Attack
ICMP,60,27802.5,30,128,DDOS-Attack
UDP,1430,426.1,8,255,Normal
ICMP,60,9919.1,37,128,DDOS-Attack
TCP,290,265.7,1,128,Normal
ICMP,60,15193.7,12,128,DDOS-Attack
UDP,939,401.8,4,255,Normal
TCP,265,343.8,2,64,Normal
TCP,544,207.7,1,128,Normal
ICMP,60,27984.0,41,64,DDOS-Attack
UDP,1413,291.2,7,255,Normal
TCP,604,77.7,8,64,Normal
ICMP,60,13964.1,30,128,DDOS-Attack
TCP,333,202.5,5,128,Normal
UDP,474,171.1,7,128,Normal
TCP,1382,495.0,6,128,Normal
TCP,1001,465.9,8,255,Normal
ICMP,60,10896.6,37,64,DDOS-Attack
TCP,1432,454.5,1,128,Normal
UDP,618,31.4,7,128,Normal
UDP,517,123.9,2,128,Normal
TCP,669,489.1,5,128,Normal
TCP,321,204.9,6,128,Normal
TCP,1443,342.1,4,255,Normal
ICMP,101,361.5,8,255,Normal
UDP,816,361.1,3,64,Normal
TCP,1447,300.8,8,128,Normal
TCP,1375,332.1,4,255,Normal
TCP,519,50.5,1,128,Normal
ICMP,60,1939.6,44,64,DDOS-Attack
TCP,593,449.6,7,255,Normal
TCP,860,363.0,1,64,Normal
TCP,406,39.9,1,64,Normal
TCP,64,10834.8,45,128,DDOS-Attack
TCP,1396,309.9,4,255,Normal
TCP,636,448.8,6,255,Normal
ICMP,60,12348.8,28,128,DDOS-Attack
TCP,1117,282.7,6,128,Normal
ICMP,60,7964.3,40,128,DDOS-Attack
ICMP,1271,172.1,8,255,Normal
ICMP,1342,62.5,6,64,Normal
ICMP,60,15602.6,39,128,DDOS-Attack
ICMP,60,2365.3,41,128,DDOS-Attack
ICMP,60,14974.0,50,128,DDOS-Attack
TCP,411,5.2,5,64,Normal
ICMP,60,10255.0,36,128,DDOS-Attack
TCP,1046,126.3,4,255,Normal
UDP,712,93.4,8,64,Normal
ICMP,60,19409.7,22,64,DDOS-Attack
UDP,231,23.2,6,64,Normal
UDP,541,153.1,8,128,Normal
TCP,1087,441.1,6,64,Normal
TCP,1461,493.5,3,64,Normal
TCP,979,105.0,8,255,Normal
ICMP,60,12861.4,38,64,DDOS-Attack
ICMP,60,29358.8,47,64,DDOS-Attack
TCP,438,281.1,4,128,Normal
TCP,133,412.7,7,64,Normal
ICMP,1477,298.2,5,64,Normal
TCP,1105,199.2,1,64,Normal
TCP,1233,179.0,1,128,Normal
UDP,998,466.5,8,255,Normal
TCP,688,464.6,4,128,Normal
TCP,644,344.0,2,128,Normal
TCP,994,182.4,4,255,Normal
UDP,471,274.9,3,128,Normal
TCP,1238,104.5,4,64,Normal
ICMP,892,119.5,4,128,Normal
TCP,1340,432.9,4,128,Normal
TCP,848,345.2,5,128,Normal
ICMP,216,347.8,5,64,Normal
UDP,171,203.0,7,64,Normal
TCP,1144,336.5,5,128,Normal
ICMP,60,10095.0,44,64,DDOS-Attack
TCP,64,38996.5,25,128,DDOS-Attack
UDP,1411,419.3,6,128,Normal
UDP,396,300.2,8,128,Normal
TCP,204,16.3,6,255,Normal
TCP,386,356.0,8,64,Normal
UDP,1472,186.1,7,64,Normal
ICMP,60,24162.1,23,64,DDOS-Attack
ICMP,60,22518.6,28,128,DDOS-Attack
ICMP,60,24729.7,46,64,DDOS-Attack
ICMP,60,19256.9,20,128,DDOS-Attack
TCP,1315,96.7,7,255,Normal
UDP,123,239.6,8,64,Normal
TCP,112,61.9,3,255,Normal
UDP,1368,13.8,1,255,Normal
ICMP,60,8814.0,27,128,DDOS-Attack
UDP,1024,1997.9,19,128,DDOS-Attack
TCP,1052,340.9,5,255,Normal
TCP,1160,339.6,1,64,Normal
TCP,1001,344.1,8,64,Normal
ICMP,1304,404.8,6,64,Normal
UDP,251,317.0,3,64,Normal
UDP,1037,101.9,6,255,Normal
UDP,1188,446.9,5,255,Normal
UDP,170,297.4,2,64,Normal
ICMP,60,15544.7,31,64,DDOS-Attack
TCP,936,265.8,4,255,Normal
UDP,818,58.5,7,128,Normal
TCP,1452,120.6,2,128,Normal
TCP,724,45.3,1,64,Normal
TCP,1143,113.6,2,255,Normal
UDP,1185,56.4,6,128,Normal
TCP,79,486.4,5,255,Normal
TCP,1444,493.0,8,255,Normal
UDP,1027,22.1,5,255,Normal
UDP,723,268.4,3,255,Normal
TCP,846,300.1,4,128,Normal
TCP,810,215.5,7,255,Normal
TCP,1021,221.1,3,255,Normal
ICMP,60,10915.9,13,64,DDOS-Attack
TCP,436,228.3,1,64,Normal
TCP,361,5.1,8,255,Normal
TCP,435,350.9,6,255,Normal
TCP,331,396.1,5,128,Normal
UDP,441,28.4,2,64,Normal
TCP,281,415.0,4,255,Normal
TCP,813,461.2,1,128,Normal
UDP,1117,37.5,3,64,Normal
TCP,346,346.3,7,255,Normal
TCP,399,307.2,1,64,Normal
ICMP,60,4497.9,36,64,DDOS-Attack
UDP,512,4328.2,45,64,DDOS-Attack
ICMP,60,27691.9,50,64,DDOS-Attack
UDP,652,372.1,6,255,Normal
UDP,1024,22227.3,50,128,DDOS-Attack
UDP,915,423.2,3,64,Normal
TCP,995,145.1,2,64,Normal
TCP,251,300.9,2,64,Normal
TCP,514,345.0,4,255,Normal
ICMP,60,25082.4,26,128,DDOS-Attack
TCP,1391,143.0,2,64,Normal
UDP,607,365.4,1,64,Normal
ICMP,60,21800.0,25,128,DDOS-Attack
UDP,1024,14365.2,49,128,DDOS-Attack
TCP,685,353.2,4,255,Normal
TCP,258,31.5,5,64,Normal
TCP,678,200.8,6,64,Normal
ICMP,60,6856.2,31,128,DDOS-Attack
UDP,60,8412.6,43,128,DDOS-Attack
ICMP,1094,453.0,2,128,Normal
TCP,1433,51.8,3,128,Normal
UDP,160,164.5,8,64,Normal
TCP,1406,444.8,8,64,Normal
TCP,1396,388.9,3,128,Normal
TCP,332,166.1,5,255,Normal
UDP,1403,448.0,4,255,Normal
TCP,199,418.7,2,255,Normal
TCP,1284,87.3,3,255,Normal
TCP,727,286.4,1,64,Normal
TCP,507,237.6,2,128,Normal
TCP,426,127.5,1,255,Normal
TCP,399,110.3,2,64,Normal
UDP,1356,143.4,4,255,Normal
TCP,604,330.1,3,255,Normal
ICMP,60,25719.1,32,64,DDOS-Attack
UDP,695,150.8,5,255,Normal
TCP,1348,338.1,2,128,Normal
UDP,865,85.2,4,64,Normal
UDP,883,308.0,4,64,Normal
UDP,1367,288.9,5,128,Normal
ICMP,60,13707.1,28,64,DDOS-Attack
UDP,732,315.0,2,255,Normal
UDP,593,231.6,3,255,Normal
TCP,64,33523.6,46,128,DDOS-Attack
UDP,175,12.0,1,255,Normal
ICMP,60,19177.5,29,64,DDOS-Attack
TCP,1488,169.0,8,255,Normal
TCP,668,431.4,1,255,Normal
TCP,759,83.0,3,64,Normal
TCP,549,15.8,7,64,Normal
UDP,403,42.4,7,64,Normal
TCP,64,15365.7,21,64,DDOS-Attack
TCP,1228,248.7,7,128,Normal
ICMP,60,29362.1,46,64,DDOS-Attack
TCP,343,84.1,6,128,Normal
TCP,1447,28.6,6,255,Normal
UDP,1415,105.1,1,255,Normal
ICMP,60,7465.9,33,64,DDOS-Attack
TCP,142,98.3,4,255,Normal
ICMP,60,16587.9,42,64,DDOS-Attack
ICMP,60,10389.6,31,64,DDOS-Attack
ICMP,60,4598.5,27,64,DDOS-Attack
TCP,76,173.1,3,128,Normal
ICMP,60,14226.4,41,128,DDOS-Attack
TCP,1241,268.3,5,128,Normal
TCP,1423,48.2,6,64,Normal
TCP,1439,408.8,4,128,Normal
ICMP,60,20986.0,45,128,DDOS-Attack
ICMP,60,28528.1,24,64,DDOS-Attack
TCP,1123,351.3,4,64,Normal
TCP,490,312.7,3,128,Normal
TCP,75,150.3,8,128,Normal
TCP,990,242.7,3,128,Normal
TCP,115,30.3,8,64,Normal
TCP,1394,72.9,8,255,Normal
TCP,64,23221.4,24,128,DDOS-Attack
UDP,1288,203.8,6,128,Normal
TCP,1116,105.8,3,128,Normal
TCP,1056,316.2,7,64,Normal
ICMP,1425,234.3,1,128,Normal
UDP,723,192.3,2,255,Normal
ICMP,60,6748.7,46,128,DDOS-Attack
ICMP,60,10836.6,16,64,DDOS-Attack
ICMP,60,27675.1,13,64,DDOS-Attack
ICMP,60,8807.5,44,128,DDOS-Attack
TCP,771,411.5,1,128,Normal
UDP,534,426.8,1,64,Normal
ICMP,60,7115.2,14,64,DDOS-Attack
ICMP,60,24439.6,46,64,DDOS-Attack
ICMP,60,24753.4,44,128,DDOS-Attack
UDP,60,7567.3,13,128,DDOS-Attack
ICMP,60,15790.4,25,128,DDOS-Attack
TCP,834,53.3,4,255,Normal
TCP,211,100.3,3,128,Normal
TCP,800,179.1,2,255,Normal
TCP,1429,466.0,5,128,Normal
TCP,546,381.7,7,255,Normal
UDP,1153,106.7,3,255,Normal
TCP,1140,463.1,1,64,Normal
TCP,971,90.2,6,128,Normal
TCP,64,13215.9,42,64,DDOS-Attack
ICMP,60,17611.2,37,64,DDOS-Attack
UDP,81,313.3,1,255,Normal
ICMP,1386,376.2,2,255,Normal
UDP,343,250.7,2,64,Normal
UDP,428,70.3,6,128,Normal
TCP,282,379.3,7,64,Normal
TCP,569,430.4,4,255,Normal
ICMP,60,19752.6,20,64,DDOS-Attack
TCP,287,147.0,4,128,Normal
ICMP,60,6481.7,13,64,DDOS-Attack
TCP,378,96.2,2,64,Normal
UDP,1024,24672.1,31,128,DDOS-Attack
ICMP,1120,349.2,2,64,Normal
UDP,1134,479.8,3,64,Normal
TCP,116,268.2,8,64,Normal
TCP,1232,355.9,7,128,Normal
TCP,401,302.8,3,64,Normal
UDP,959,343.9,8,128,Normal
ICMP,60,22221.8,17,128,DDOS-Attack
UDP,613,263.2,3,255,Normal
TCP,129,334.1,5,255,Normal
TCP,970,94.8,2,128,Normal
TCP,598,342.4,8,64,Normal
UDP,625,481.2,4,128,Normal
TCP,1285,440.2,7,64,Normal
TCP,945,351.3,2,128,Normal
UDP,1028,301.0,6,64,Normal
ICMP,60,12930.1,22,64,DDOS-Attack
ICMP,60,4242.9,34,128,DDOS-Attack
TCP,1183,328.0,2,128,Normal
TCP,146,96.5,6,255,Normal
UDP,736,494.6,8,128,Normal
ICMP,1029,319.7,8,128,Normal
TCP,670,66.7,8,128,Normal
TCP,341,305.4,5,255,Normal
TCP,183,404.4,1,64,Normal
TCP,862,130.4,2,255,Normal
TCP,1449,465.8,4,64,Normal
UDP,835,388.0,7,64,Normal
UDP,446,46.1,7,128,Normal
UDP,152,21.0,8,64,Normal
ICMP,60,2303.6,27,64,DDOS-Attack
TCP,1262,314.9,4,128,Normal
ICMP,60,17802.4,41,128,DDOS-Attack
ICMP,60,15246.8,20,64,DDOS-Attack
UDP,896,423.1,5,64,Normal
TCP,794,87.1,5,64,Normal
ICMP,60,6288.6,19,64,DDOS-Attack
UDP,1136,80.2,2,255,Normal
UDP,1001,8.3,5,255,Normal
ICMP,60,15902.4,31,128,DDOS-Attack
ICMP,926,415.1,7,128,Normal
UDP,1024,23106.8,23,128,DDOS-Attack
TCP,1053,33.6,4,128,Normal
UDP,1024,10831.9,36,128,DDOS-Attack
ICMP,60,14248.5,34,64,DDOS-Attack
UDP,661,175.7,8,128,Normal
TCP,849,132.3,2,64,Normal
TCP,1406,487.0,5,255,Normal
TCP,1291,379.4,6,64,Normal
UDP,489,118.6,6,255,Normal
UDP,215,272.1,7,255,Normal
UDP,302,60.9,8,255,Normal
TCP,944,479.2,4,128,Normal
UDP,512,24928.8,46,128,DDOS-Attack
TCP,484,455.6,4,255,Normal
ICMP,60,5741.8,45,128,DDOS-Attack
ICMP,60,14549.9,28,128,DDOS-Attack
TCP,1003,120.7,6,64,Normal
ICMP,60,28891.7,14,64,DDOS-Attack
ICMP,606,125.8,5,128,Normal
TCP,1499,498.1,4,128,Normal
UDP,116,381.3,5,64,Normal
TCP,1004,34.9,8,128,Normal
ICMP,60,10859.5,39,64,DDOS-Attack
ICMP,60,16637.4,37,64,DDOS-Attack
TCP,1360,208.8,3,128,Normal
TCP,1420,452.7,8,128,Normal
UDP,94,400.8,2,128,Normal
UDP,548,311.7,6,64,Normal
TCP,1500,281.4,2,255,Normal
TCP,1143,397.3,3,255,Normal
ICMP,60,19976.9,27,128,DDOS-Attack
TCP,727,416.8,8,255,Normal
TCP,557,311.8,8,255,Normal
ICMP,60,23740.3,16,128,DDOS-Attack
TCP,781,95.4,7,64,Normal
UDP,806,164.8,2,64,Normal
TCP,460,218.0,7,128,Normal
UDP,419,102.4,6,64,Normal
TCP,803,91.9,2,255,Normal
UDP,254,104.8,7,64,Normal
UDP,1134,52.8,5,128,Normal
ICMP,60,22671.6,19,64,DDOS-Attack
TCP,1249,17.5,2,255,Normal
ICMP,60,26730.1,24,128,DDOS-Attack
ICMP,60,13267.9,41,64,DDOS-Attack
ICMP,60,6694.9,47,128,DDOS-Attack
TCP,761,192.0,7,128,Normal
UDP,117,370.5,4,128,Normal
TCP,812,341.7,2,255,Normal
TCP,289,431.0,3,64,Normal
ICMP,60,3308.1,12,64,DDOS-Attack
TCP,1320,124.8,7,64,Normal
TCP,1086,405.6,7,128,Normal
TCP,1190,286.4,8,64,Normal
UDP,1366,196.1,2,64,Normal
UDP,619,426.7,7,64,Normal
UDP,428,225.3,7,255,Normal
ICMP,60,14208.1,25,64,DDOS-Attack
TCP,1055,481.3,6,64,Normal
UDP,291,261.5,6,255,Normal
TCP,122,490.1,6,128,Normal
ICMP,1310,307.7,6,128,Normal
TCP,1296,386.3,2,128,Normal
TCP,1413,475.5,3,128,Normal
TCP,718,44.8,6,64,Normal
TCP,615,242.4,8,255,Normal
UDP,297,423.8,8,64,Normal
UDP,943,296.0,2,64,Normal
ICMP,396,108.0,6,128,Normal
UDP,247,146.4,1,64,Normal
UDP,512,24499.2,45,128,DDOS-Attack
ICMP,1257,114.1,3,255,Normal
TCP,1473,189.9,1,255,Normal
TCP,64,25630.0,35,64,DDOS-Attack
TCP,1053,241.6,8,128,Normal
UDP,1490,49.1,6,128,Normal
UDP,1113,489.3,3,64,Normal
ICMP,1382,314.5,2,128,Normal
TCP,89,329.2,6,64,Normal
UDP,1472,418.6,4,128,Normal
UDP,1299,273.3,5,128,Normal
TCP,137,487.8,3,64,Normal
ICMP,60,4469.9,49,64,DDOS-Attack
TCP,317,94.6,6,64,Normal
UDP,296,382.9,6,128,Normal
UDP,512,2681.1,50,128,DDOS-Attack
ICMP,60,4672.2,15,128,DDOS-Attack
ICMP,60,15627.3,40,64,DDOS-Attack
TCP,1077,428.6,3,64,Normal
UDP,1154,220.8,1,64,Normal
TCP,1414,27.6,2,255,Normal
ICMP,60,26012.6,27,64,DDOS-Attack
TCP,300,350.9,6,255,Normal
ICMP,1124,355.4,5,128,Normal
TCP,652,274.3,7,64,Normal
TCP,916,114.2,7,255,Normal
UDP,1241,204.6,1,64,Normal
TCP,1077,142.0,3,255,Normal
UDP,588,296.8,3,128,Normal
TCP,547,419.7,3,255,Normal
UDP,953,22.0,6,128,Normal
ICMP,60,28642.3,38,64,DDOS-Attack
ICMP,60,12272.1,13,64,DDOS-Attack
TCP,1167,443.0,1,128,Normal
TCP,586,221.1,2,64,Normal
UDP,1085,354.1,3,64,Normal
UDP,60,14842.9,28,64,DDOS-Attack
TCP,657,455.9,2,128,Normal
TCP,1333,248.0,3,128,Normal
UDP,832,282.2,6,64,Normal
UDP,1098,161.6,6,64,Normal
UDP,979,123.8,5,255,Normal
TCP,1497,189.4,3,128,Normal
ICMP,60,21988.6,37,128,DDOS-Attack
ICMP,60,27505.8,38,128,DDOS-Attack
TCP,1484,37.5,4,128,Normal
TCP,551,171.0,7,128,Normal
TCP,762,411.4,2,255,Normal
ICMP,60,13247.1,45,64,DDOS-Attack
TCP,1459,386.3,2,128,Normal
UDP,964,223.3,6,255,Normal
UDP,1394,196.3,3,64,Normal
UDP,1178,194.7,6,64,Normal
ICMP,934,16.8,5,255,Normal
UDP,659,445.0,2,255,Normal
TCP,1337,94.9,7,255,Normal
TCP,1057,290.6,1,64,Normal
TCP,1042,64.6,7,128,Normal
ICMP,60,1419.8,36,64,DDOS-Attack
ICMP,60,28143.7,46,128,DDOS-Attack
TCP,956,348.1,4,255,Normal
TCP,695,273.7,4,255,Normal
ICMP,60,11673.7,30,128,DDOS-Attack
TCP,1240,89.1,8,64,Normal
TCP,518,297.5,8,64,Normal
ICMP,294,140.5,3,255,Normal
TCP,169,297.5,1,128,Normal
TCP,1109,348.0,5,64,Normal
TCP,1035,150.0,1,64,Normal
ICMP,60,29362.2,28,128,DDOS-Attack
UDP,1415,217.4,6,255,Normal
UDP,639,496.9,8,64,Normal
ICMP,587,456.7,8,64,Normal
UDP,808,405.9,1,128,Normal
ICMP,60,15615.8,18,64,DDOS-Attack
TCP,231,357.8,2,128,Normal
UDP,335,51.9,8,255,Normal
TCP,1489,315.6,7,128,Normal
TCP,1141,15.6,2,64,Normal
ICMP,60,7134.2,43,64,DDOS-Attack
UDP,1011,84.4,6,255,Normal
UDP,673,301.9,8,64,Normal
TCP,518,8.1,5,64,Normal
UDP,1112,287.5,8,64,Normal
UDP,957,330.0,7,255,Normal
UDP,1372,269.8,7,128,Normal
TCP,1471,72.6,7,64,Normal
TCP,840,169.5,8,255,Normal
UDP,1161,281.8,4,255,Normal
TCP,923,273.2,1,255,Normal
ICMP,60,11940.5,43,128,DDOS-Attack
UDP,640,160.1,8,128,Normal
ICMP,60,1645.5,46,128,DDOS-Attack
ICMP,60,11216.7,43,128,DDOS-Attack
TCP,1063,466.8,3,64,Normal
UDP,390,47.4,7,128,Normal
TCP,278,56.6,2,255,Normal
UDP,1226,207.2,6,255,Normal
UDP,616,213.0,4,255,Normal
TCP,64,6923.4,43,128,DDOS-Attack
ICMP,60,27848.5,30,128,DDOS-Attack
TCP,158,179.2,8,255,Normal
TCP,924,150.1,2,128,Normal
UDP,934,192.3,4,64,Normal
TCP,786,382.5,1,255,Normal
UDP,163,431.3,5,255,Normal
TCP,342,75.4,1,255,Normal
UDP,512,12088.0,47,64,DDOS-Attack
TCP,471,393.0,6,128,Normal
TCP,949,380.8,5,128,Normal
UDP,588,296.5,8,255,Normal
ICMP,60,25564.4,36,128,DDOS-Attack
TCP,263,205.9,2,128,Normal
TCP,72,274.0,1,255,Normal
ICMP,60,7895.9,39,64,DDOS-Attack
TCP,64,3957.6,36,128,DDOS-Attack
UDP,508,270.2,4,64,Normal
TCP,564,288.6,7,128,Normal
TCP,980,124.5,4,64,Normal
UDP,1113,341.4,4,64,Normal
TCP,813,228.1,8,128,Normal
UDP,542,36.5,7,128,Normal
UDP,1063,402.3,5,128,Normal
TCP,811,40.6,2,64,Normal
ICMP,60,25417.2,16,128,DDOS-Attack
TCP,1399,42.2,2,128,Normal
UDP,144,18.5,2,128,Normal
TCP,188,148.3,5,255,Normal
UDP,100,214.6,7,255,Normal
UDP,1024,5797.9,19,128,DDOS-Attack
ICMP,60,14560.1,44,128,DDOS-Attack
UDP,1093,444.6,3,128,Normal
UDP,976,319.2,6,128,Normal
TCP,1409,433.4,2,255,Normal
TCP,623,357.3,2,255,Normal
UDP,1024,9479.8,32,64,DDOS-Attack
UDP,392,65.1,4,64,Normal
TCP,744,424.4,6,128,Normal
UDP,664,224.5,8,64,Normal
UDP,284,259.8,8,255,Normal
TCP,1444,341.7,1,64,Normal
TCP,890,394.4,8,128,Normal
TCP,524,195.1,3,128,Normal
UDP,509,376.2,2,128,Normal
TCP,64,941.7,34,128,DDOS-Attack
UDP,1183,268.6,4,64,Normal
ICMP,60,13962.7,18,128,DDOS-Attack
ICMP,60,10284.3,17,64,DDOS-Attack
UDP,183,175.6,4,255,Normal
TCP,615,257.9,8,128,Normal
ICMP,60,15699.7,13,64,DDOS-Attack
UDP,1194,34.4,1,255,Normal
TCP,1300,335.8,6,64,Normal
TCP,64,30495.2,17,64,DDOS-Attack
TCP,358,366.5,7,128,Normal
TCP,1418,375.4,8,64,Normal
ICMP,60,18723.9,46,64,DDOS-Attack
TCP,1023,231.0,4,128,Normal
TCP,854,20.3,7,64,Normal
TCP,1160,104.7,3,128,Normal
UDP,512,3576.9,18,64,DDOS-Attack
ICMP,60,15070.0,24,128,DDOS-Attack
TCP,164,347.6,2,64,Normal
ICMP,60,26876.2,21,128,DDOS-Attack
TCP,153,459.7,8,255,Normal
ICMP,60,25708.1,22,128,DDOS-Attack
ICMP,60,23540.2,31,128,DDOS-Attack
ICMP,868,235.1,8,128,Normal
TCP,1208,291.4,3,255,Normal
ICMP,60,21362.8,48,64,DDOS-Attack
TCP,212,396.0,6,64,Normal
UDP,1179,294.3,7,128,Normal
TCP,1486,151.3,7,128,Normal
TCP,373,395.3,6,64,Normal
UDP,549,409.6,3,128,Normal
ICMP,60,28205.0,23,64,DDOS-Attack
UDP,1055,32.1,3,64,Normal
UDP,974,43.0,5,128,Normal
TCP,1027,409.6,3,255,Normal
ICMP,60,8047.3,39,64,DDOS-Attack
TCP,628,284.3,3,128,Normal
TCP,1222,376.9,1,128,Normal
TCP,409,155.5,1,255,Normal
UDP,599,10.5,1,128,Normal
TCP,782,432.2,2,64,Normal
TCP,64,26960.4,19,64,DDOS-Attack
TCP,64,28925.7,15,128,DDOS-Attack
TCP,138,27.0,3,128,Normal
ICMP,60,28842.5,35,64,DDOS-Attack
ICMP,60,11005.1,18,128,DDOS-Attack
ICMP,60,20062.3,48,128,DDOS-Attack
ICMP,60,7659.4,20,64,DDOS-Attack
UDP,214,474.0,5,64,Normal
TCP,1108,361.1,3,255,Normal
ICMP,60,5060.6,23,64,DDOS-Attack
ICMP,60,16678.8,37,128,DDOS-Attack
TCP,622,340.2,6,255,Normal
UDP,60,24376.7,19,64,DDOS-Attack
UDP,626,319.4,3,128,Normal
UDP,1307,34.8,3,64,Normal
ICMP,60,25696.2,41,64,DDOS-Attack
TCP,1351,450.5,7,255,Normal
ICMP,60,28221.6,26,64,DDOS-Attack
UDP,97,464.2,3,64,Normal
UDP,434,375.5,1,64,Normal
TCP,246,253.3,6,64,Normal
UDP,786,76.0,6,128,Normal
ICMP,60,14403.8,31,128,DDOS-Attack
ICMP,60,1983.7,24,128,DDOS-Attack
UDP,749,431.6,3,64,Normal
UDP,512,15190.0,47,64,DDOS-Attack
ICMP,1252,13.3,7,255,Normal
ICMP,60,20058.9,48,128,DDOS-Attack
UDP,732,137.5,5,128,Normal
ICMP,898,361.2,6,64,Normal
ICMP,60,10896.5,30,128,DDOS-Attack
TCP,960,198.7,2,255,Normal
TCP,1497,191.0,5,128,Normal
TCP,64,34700.0,36,64,DDOS-Attack
TCP,492,65.2,7,64,Normal
TCP,900,304.5,6,255,Normal
ICMP,60,15515.3,42,64,DDOS-Attack
TCP,1324,166.9,7,255,Normal
UDP,152,322.4,1,255,Normal
ICMP,345,275.4,1,255,Normal
UDP,875,177.0,1,255,Normal
UDP,1360,176.6,1,64,Normal
UDP,333,219.6,6,128,Normal
TCP,1112,463.7,5,64,Normal
UDP,495,162.6,5,128,Normal
UDP,60,4050.2,26,128,DDOS-Attack
TCP,64,21668.8,47,64,DDOS-Attack
ICMP,60,6363.3,44,128,DDOS-Attack
TCP,1049,33.6,6,255,Normal
TCP,327,356.4,4,255,Normal
TCP,1484,205.1,3,255,Normal
UDP,528,179.9,3,128,Normal
TCP,64,18380.6,41,64,DDOS-Attack
UDP,948,390.1,5,64,Normal
TCP,1194,237.7,6,64,Normal
UDP,1427,49.8,2,64,Normal
TCP,109,466.9,7,255,Normal
TCP,1063,21.4,8,255,Normal
ICMP,60,2152.1,21,128,DDOS-Attack
ICMP,60,22229.0,26,128,DDOS-Attack
UDP,1024,17542.1,27,64,DDOS-Attack
UDP,1244,66.0,2,255,Normal
ICMP,60,21874.0,13,64,DDOS-Attack
TCP,741,51.2,2,128,Normal
ICMP,60,7801.1,48,64,DDOS-Attack
TCP,880,124.2,7,64,Normal
TCP,1415,88.4,4,128,Normal
TCP,64,21231.1,50,64,DDOS-Attack
ICMP,60,13332.0,27,128,DDOS-Attack
TCP,81,184.1,3,128,Normal
UDP,672,324.5,6,255,Normal
UDP,1306,214.6,6,255,Normal
ICMP,60,22924.8,43,128,DDOS-Attack
ICMP,641,329.9,4,128,Normal
UDP,1481,232.1,1,255,Normal
ICMP,60,26219.1,41,64,DDOS-Attack
TCP,68,206.6,4,64,Normal
UDP,1216,27.5,3,255,Normal
TCP,198,279.4,2,64,Normal
TCP,1193,171.4,8,255,Normal
TCP,121,267.5,4,64,Normal
UDP,383,494.2,8,255,Normal
TCP,863,37.4,6,255,Normal
TCP,1451,189.3,7,128,Normal
ICMP,1443,225.6,6,255,Normal
ICMP,60,22259.4,47,64,DDOS-Attack
UDP,60,7779.3,46,64,DDOS-Attack
UDP,1024,7436.8,20,64,DDOS-Attack
UDP,693,275.9,6,255,Normal
UDP,130,264.9,7,255,Normal
TCP,613,288.3,4,128,Normal
UDP,1277,180.0,2,255,Normal
TCP,1223,407.5,2,64,Normal
TCP,227,416.8,8,64,Normal
ICMP,60,25673.7,49,64,DDOS-Attack
TCP,789,19.5,7,255,Normal
TCP,1410,485.6,6,255,Normal
UDP,1024,16783.2,48,128,DDOS-Attack
TCP,587,482.1,5,64,Normal
ICMP,60,6484.7,40,128,DDOS-Attack
TCP,1338,137.6,2,64,Normal
TCP,245,157.5,7,128,Normal
UDP,1407,90.7,4,255,Normal
TCP,469,283.8,6,64,Normal
ICMP,952,16.6,1,255,Normal
TCP,64,20067.0,43,128,DDOS-Attack
TCP,473,291.0,2,255,Normal
TCP,208,288.3,8,128,Normal
ICMP,60,28664.6,22,128,DDOS-Attack
UDP,512,14485.5,48,128,DDOS-Attack
ICMP,60,3957.9,46,64,DDOS-Attack
UDP,1362,410.8,5,128,Normal
TCP,1343,247.1,8,255,Normal
TCP,567,70.6,2,128,Normal
TCP,701,368.2,7,128,Normal
UDP,504,50.2,3,255,Normal
TCP,1118,152.0,1,64,Normal
ICMP,366,333.1,1,255,Normal
UDP,698,340.4,8,128,Normal
ICMP,60,10764.1,20,128,DDOS-Attack
TCP,1144,418.1,3,128,Normal
TCP,637,25.3,7,64,Normal
UDP,761,415.0,3,64,Normal
UDP,1227,196.0,2,128,Normal
TCP,271,10.7,2,255,Normal
TCP,506,230.2,7,128,Normal
UDP,1096,185.8,6,128,Normal
TCP,1455,27.4,6,255,Normal
UDP,1499,62.7,5,128,Normal
UDP,505,423.0,8,64,Normal
UDP,299,123.7,4,255,Normal
TCP,1135,198.9,3,255,Normal
TCP,1315,278.4,8,255,Normal
UDP,354,119.0,3,255,Normal
UDP,406,33.8,4,64,Normal
TCP,64,22699.6,13,64,DDOS-Attack
