ip.src,ip.dst,icmp.type,frame.time_delta,frame.len,ip.ttl,protocol,ip.len,label
192.168.83.164,192.168.206.113,8,0.360960247,1495,255,ICMP,1504,Normal
192.168.123.156,192.168.146.6,11,0.4037708,379,64,ICMP,397,Normal
192.168.213.186,192.168.21.17,0,0.39635108,333,128,ICMP,339,Normal
192.168.222.114,192.168.69.249,8,0.982505338,1473,128,ICMP,1477,Normal
192.168.133.109,192.168.115.46,,0.445943534,1453,128,ARP,1463,Normal
192.168.207.6,192.168.50.99,11,0.160555901,202,255,ICMP,220,Normal
192.168.23.210,192.168.114.226,,0.650900507,534,32,TCP,542,Normal
192.168.255.105,192.168.250.145,11,0.260791206,104,32,ICMP,119,Normal
192.168.33.71,192.168.190.252,,0.806350491,1104,64,UDP,1116,Normal
192.168.179.138,192.168.59.90,,0.159628712,373,32,TCP,388,Normal
192.168.82.149,192.168.162.224,,0.082235468,870,128,ARP,878,Normal
192.168.18.206,192.168.29.109,,0.081903052,1463,64,ARP,1471,Normal
192.168.101.192,192.168.60.153,,0.37008501,948,32,UDP,967,Normal
192.168.145.31,192.168.246.219,,0.794948558,770,128,ARP,783,Normal
192.168.167.123,192.168.197.127,,0.282032093,436,32,UDP,441,Normal
192.168.39.184,192.168.200.191,0,0.45937951,811,64,ICMP,823,Normal
192.168.14.139,192.168.14.113,,0.692271163,998,128,UDP,1003,Normal
192.168.67.81,192.168.116.104,,0.146136477,781,255,ARP,784,Normal
192.168.119.94,192.168.48.141,,0.279115927,1378,255,UDP,1385,Normal
192.168.84.24,192.168.225.8,,0.538682496,930,255,TCP,944,Normal
192.168.4.182,192.168.222.187,,0.545482376,444,255,ARP,445,Normal
192.168.254.25,192.168.141.123,,0.221154119,1202,128,TCP,1219,Normal
192.168.54.162,192.168.45.59,,0.455287085,1414,255,UDP,1416,Normal
192.168.87.176,192.168.10.212,,0.160505448,1313,128,UDP,1317,Normal
192.168.225.152,192.168.211.239,,0.292216548,1217,128,ARP,1221,Normal
192.168.39.117,192.168.92.43,,0.338038656,1445,32,UDP,1458,Normal
192.168.2.140,192.168.122.242,11,0.040688327,1010,32,ICMP,1022,Normal
192.168.167.34,192.168.206.203,,0.893858272,825,255,UDP,843,Normal
192.168.26.11,192.168.83.216,,0.992314766,435,32,TCP,443,Normal
192.168.177.142,192.168.211.42,,0.077765879,252,128,ARP,269,Normal
192.168.90.179,192.168.173.193,11,0.232306709,861,64,ICMP,870,Normal
192.168.213.186,192.168.148.72,8,0.424347294,1139,128,ICMP,1150,Normal
192.168.37.100,192.168.51.94,11,0.965936086,623,64,ICMP,635,Normal
192.168.109.90,192.168.137.105,,0.43396497,136,255,ARP,137,Normal
192.168.29.251,192.168.111.233,,0.120853229,715,128,ARP,728,Normal
192.168.138.127,192.168.119.145,11,0.654564181,832,64,ICMP,849,Normal
192.168.16.202,192.168.23.239,,0.836617487,1215,255,ARP,1226,Normal
192.168.103.108,192.168.196.101,,0.172263726,128,32,ARP,135,Normal
192.168.4.4,192.168.168.63,,0.998462309,654,128,ARP,657,Normal
192.168.102.234,192.168.237.227,,0.638772653,764,255,UDP,774,Normal
192.168.173.195,192.168.157.40,,0.158233677,1362,128,ARP,1364,Normal
192.168.167.226,192.168.17.21,,0.384727414,1112,255,TCP,1119,Normal
192.168.123.135,192.168.31.250,,0.52269635,369,255,TCP,379,Normal
192.168.106.176,192.168.125.224,8,0.396926458,932,64,ICMP,940,Normal
192.168.188.177,192.168.225.209,,0.346338399,990,64,UDP,1005,Normal
192.168.83.123,192.168.34.44,,0.306183443,1239,255,UDP,1246,Normal
192.168.53.128,192.168.40.100,11,0.457345432,1363,255,ICMP,1370,Normal
192.168.109.202,192.168.250.114,,0.914859735,215,128,UDP,233,Normal
192.168.107.101,192.168.147.153,,0.81173931,67,64,TCP,70,Normal
192.168.204.79,192.168.43.164,,0.018233395,770,128,TCP,773,Normal
192.168.137.67,192.168.9.136,,0.572691954,251,32,ARP,261,Normal
192.168.182.130,192.168.103.40,,0.536612771,556,32,TCP,568,Normal
192.168.30.57,192.168.246.131,,0.74122546,964,64,ARP,979,Normal
192.168.133.53,192.168.20.50,,0.124475268,948,128,ARP,964,Normal
192.168.191.194,192.168.243.106,,0.263938423,1164,32,ARP,1176,Normal
192.168.144.207,192.168.93.32,,0.358840894,1380,128,ARP,1393,Normal
192.168.149.192,192.168.96.154,8,0.42563953,261,64,ICMP,264,Normal
192.168.177.76,192.168.107.81,,0.193182326,327,128,TCP,347,Normal
192.168.76.191,192.168.40.148,,0.323715015,141,255,UDP,156,Normal
192.168.189.64,192.168.83.21,,0.480720449,1437,64,UDP,1456,Normal
192.168.156.173,192.168.5.163,,0.898579442,717,128,TCP,726,Normal
192.168.120.54,192.168.81.63,,0.354149741,483,64,ARP,503,Normal
192.168.169.78,192.168.240.76,0,0.179608257,1480,32,ICMP,1495,Normal
192.168.16.121,192.168.67.136,11,0.030244185,285,255,ICMP,301,Normal
192.168.223.98,192.168.115.131,8,0.641856417,1432,64,ICMP,1435,Normal
192.168.218.206,192.168.121.129,,0.676068779,805,64,UDP,816,Normal
192.168.150.2,192.168.165.154,,0.316301468,1083,64,UDP,1083,Normal
192.168.62.127,192.168.152.67,,0.944528325,914,128,UDP,929,Normal
192.168.223.179,192.168.69.63,,0.914749215,614,32,ARP,615,Normal
192.168.158.231,192.168.250.106,,0.635915064,712,32,ARP,726,Normal
192.168.157.157,192.168.224.101,8,0.905559333,128,32,ICMP,135,Normal
192.168.39.195,192.168.178.89,,0.777444646,222,32,UDP,241,Normal
192.168.117.12,192.168.219.56,8,0.114092781,728,255,ICMP,735,Normal
192.168.61.252,192.168.181.141,,0.65975,93,255,UDP,111,Normal
192.168.39.101,192.168.79.81,,0.181116106,839,64,ARP,853,Normal
192.168.25.33,192.168.211.60,,0.984689302,923,128,TCP,926,Normal
192.168.97.59,192.168.95.50,11,0.553780875,304,255,ICMP,304,Normal
192.168.60.57,192.168.219.159,,0.784890782,464,255,ARP,466,Normal
192.168.42.120,192.168.87.91,,0.40794224,978,128,UDP,989,Normal
192.168.40.44,192.168.170.195,11,0.037188585,941,255,ICMP,952,Normal
192.168.7.63,192.168.150.77,0,0.833459529,1088,64,ICMP,1096,Normal
192.168.206.79,192.168.54.123,,0.161469306,309,255,UDP,323,Normal
192.168.60.171,192.168.17.172,8,0.323256384,979,64,ICMP,993,Normal
192.168.136.17,192.168.79.58,,0.816726836,377,32,UDP,396,Normal
192.168.7.248,192.168.25.84,,0.995773242,903,255,TCP,904,Normal
192.168.57.91,192.168.99.33,,0.637091576,1140,32,TCP,1151,Normal
192.168.154.34,192.168.230.184,,0.051438838,1233,128,TCP,1237,Normal
192.168.52.206,192.168.88.11,,0.11282127,949,32,UDP,950,Normal
192.168.15.197,192.168.99.112,,0.903232189,1325,64,TCP,1343,Normal
192.168.122.154,192.168.120.209,,0.807679425,205,32,ARP,221,Normal
192.168.111.97,192.168.132.35,8,0.004811962,1378,32,ICMP,1387,Normal
192.168.63.229,192.168.93.196,,0.931616084,1004,255,ARP,1017,Normal
192.168.154.230,192.168.94.185,,0.703360112,744,64,UDP,750,Normal
192.168.89.64,192.168.126.204,0,0.025998191,393,128,ICMP,399,Normal
192.168.126.137,192.168.96.211,8,0.744752526,707,128,ICMP,726,Normal
192.168.83.113,192.168.144.23,0,0.171371902,1232,255,ICMP,1247,Normal
192.168.15.17,192.168.69.62,,0.569798883,535,128,UDP,555,Normal
192.168.252.83,192.168.89.223,,0.619641366,728,128,TCP,742,Normal
192.168.113.15,192.168.2.166,11,0.675882324,1169,32,ICMP,1178,Normal
192.168.37.95,192.168.71.200,,0.770016892,1101,255,UDP,1112,Normal
192.168.142.168,192.168.84.96,11,0.171606502,922,128,ICMP,929,Normal
192.168.76.71,192.168.155.141,,0.04974737,673,255,UDP,674,Normal
192.168.186.91,192.168.1.250,,0.801672057,918,255,ARP,925,Normal
192.168.239.27,192.168.174.13,,0.394156734,1167,128,UDP,1179,Normal
192.168.134.249,192.168.123.150,11,0.349312301,833,255,ICMP,844,Normal
192.168.218.23,192.168.19.227,11,0.712268177,218,128,ICMP,218,Normal
192.168.144.203,192.168.213.33,,0.981802778,1174,64,TCP,1190,Normal
192.168.127.135,192.168.202.214,11,0.320516401,1272,64,ICMP,1284,Normal
192.168.97.81,192.168.40.169,,0.975048842,1012,255,UDP,1017,Normal
192.168.28.108,192.168.210.227,,0.343162068,88,255,UDP,89,Normal
192.168.195.58,192.168.209.144,,0.923895105,588,64,TCP,599,Normal
192.168.254.51,192.168.192.3,11,0.547440492,1453,128,ICMP,1460,Normal
192.168.212.105,192.168.36.48,,0.831365144,1122,255,TCP,1142,Normal
192.168.88.191,192.168.185.77,,0.001446816,977,64,ARP,990,Normal
192.168.94.4,192.168.246.165,,0.233169822,1040,64,ARP,1060,Normal
192.168.104.126,192.168.92.225,,0.614474432,184,64,UDP,203,Normal
192.168.0.103,192.168.186.132,,0.944690266,1175,255,TCP,1175,Normal
192.168.31.167,192.168.59.213,,0.287038642,1314,64,ARP,1329,Normal
192.168.62.139,192.168.19.125,,0.543406083,731,128,TCP,751,Normal
192.168.67.206,192.168.246.229,,0.392075953,788,255,UDP,792,Normal
192.168.138.50,192.168.178.60,,0.401607814,743,255,ARP,745,Normal
192.168.81.38,192.168.118.33,0,0.902234691,1404,64,ICMP,1411,Normal
192.168.218.134,192.168.103.128,11,0.150000867,744,64,ICMP,748,Normal
192.168.123.238,192.168.45.125,,0.792590144,751,64,ARP,755,Normal
192.168.69.153,192.168.212.193,11,0.051238503,466,64,ICMP,478,Normal
192.168.43.222,192.168.100.108,,0.67464282,679,128,UDP,691,Normal
192.168.106.87,192.168.183.119,0,0.379597198,171,128,ICMP,180,Normal
192.168.3.130,192.168.71.43,8,0.216072758,1332,255,ICMP,1344,Normal
192.168.145.221,192.168.233.74,,0.477322455,1405,128,UDP,1421,Normal
192.168.12.47,192.168.186.214,,0.559167546,1484,32,ARP,1502,Normal
192.168.226.120,192.168.180.147,,0.645216161,284,128,UDP,291,Normal
192.168.118.27,192.168.223.63,,0.804723965,66,255,ARP,86,Normal
192.168.58.171,192.168.57.120,11,0.158289687,299,32,ICMP,299,Normal
192.168.94.147,192.168.65.15,,0.423022733,143,64,ARP,144,Normal
192.168.92.190,192.168.51.65,11,0.551453437,1356,32,ICMP,1370,Normal
192.168.159.156,192.168.118.74,,0.569517654,320,64,UDP,335,Normal
192.168.207.230,192.168.252.122,0,0.254330562,905,255,ICMP,921,Normal
192.168.146.92,192.168.199.55,,0.083802165,328,64,TCP,339,Normal
192.168.153.65,192.168.35.154,,0.920107007,177,64,UDP,178,Normal
192.168.233.151,192.168.201.142,,0.756814705,1091,255,ARP,1109,Normal
192.168.198.238,192.168.211.55,,0.122650217,527,128,ARP,547,Normal
192.168.18.238,192.168.191.104,,0.727637207,1028,64,UDP,1043,Normal
192.168.234.72,192.168.34.243,,0.119970378,690,32,TCP,702,Normal
192.168.184.65,192.168.173.109,0,0.952785969,128,128,ICMP,146,Normal
192.168.45.182,192.168.200.251,,0.975832641,172,255,ARP,179,Normal
192.168.238.92,192.168.2.73,,0.792824693,1238,32,UDP,1246,Normal
192.168.14.30,192.168.123.249,,0.723848173,821,32,TCP,824,Normal
192.168.54.181,192.168.245.205,,0.761190098,164,128,TCP,173,Normal
192.168.57.227,192.168.5.17,8,0.348688386,1217,64,ICMP,1223,Normal
192.168.42.213,192.168.142.37,,0.679048888,682,255,UDP,684,Normal
192.168.225.160,192.168.242.112,,0.108178848,354,255,UDP,360,Normal
192.168.224.168,192.168.31.144,,0.355032933,533,255,ARP,552,Normal
192.168.102.96,192.168.110.77,,0.331496829,1217,64,TCP,1226,Normal
192.168.165.201,192.168.38.21,,0.17926476,714,64,TCP,734,Normal
192.168.124.57,192.168.105.186,11,0.493365096,1078,32,ICMP,1082,Normal
192.168.78.38,192.168.240.56,,0.758377188,1037,255,ARP,1050,Normal
192.168.142.218,192.168.159.244,,0.364401899,1304,32,ARP,1323,Normal
192.168.103.89,192.168.241.88,,0.853673086,537,64,UDP,546,Normal
192.168.134.249,192.168.3.55,,0.025798368,166,255,TCP,180,Normal
192.168.29.175,192.168.225.96,0,0.024699971,800,255,ICMP,807,Normal
192.168.187.235,192.168.70.62,,0.842495486,1440,255,UDP,1445,Normal
192.168.37.168,192.168.24.6,,0.570540928,537,32,ARP,544,Normal
192.168.8.204,192.168.208.135,,0.884624271,229,32,ARP,234,Normal
192.168.144.43,192.168.209.212,,0.816181705,1413,255,ARP,1418,Normal
192.168.140.3,192.168.211.241,,0.695601201,224,255,UDP,232,Normal
192.168.121.205,192.168.255.157,0,0.406521361,311,255,ICMP,312,Normal
192.168.88.34,192.168.229.117,0,0.31687083,497,32,ICMP,511,Normal
192.168.84.233,192.168.90.121,0,0.182363847,265,64,ICMP,273,Normal
192.168.15.194,192.168.254.70,,0.182415772,1374,255,ARP,1393,Normal
192.168.248.13,192.168.27.91,0,0.876679024,1462,32,ICMP,1472,Normal
192.168.48.174,192.168.68.77,,0.816703496,573,64,TCP,573,Normal
192.168.182.181,192.168.241.107,0,0.52800991,962,128,ICMP,979,Normal
192.168.101.129,192.168.235.208,0,0.333958257,241,128,ICMP,250,Normal
192.168.98.187,192.168.219.229,,0.434404698,1199,128,ARP,1207,Normal
192.168.9.228,192.168.170.194,,0.079478645,787,255,UDP,794,Normal
192.168.171.153,192.168.34.190,,0.573603844,83,64,UDP,102,Normal
192.168.168.13,192.168.58.75,,0.004624689,583,128,TCP,593,Normal
192.168.38.181,192.168.237.133,,0.650430149,831,255,ARP,832,Normal
192.168.96.3,192.168.26.82,,0.204752995,1477,64,UDP,1485,Normal
192.168.130.42,192.168.232.42,11,0.153269727,462,255,ICMP,476,Normal
192.168.51.105,192.168.116.204,11,0.57931461,611,255,ICMP,622,Normal
192.168.203.96,192.168.134.123,,0.815127055,813,64,ARP,831,Normal
192.168.203.221,192.168.61.247,0,0.998915763,896,32,ICMP,911,Normal
192.168.42.2,192.168.160.148,,0.452653827,1298,32,TCP,1302,Normal
192.168.232.44,192.168.10.145,,0.376137589,1137,32,UDP,1139,Normal
192.168.0.105,192.168.126.247,,0.743910261,780,32,ARP,798,Normal
192.168.239.67,192.168.130.140,,0.113525943,709,32,ARP,714,Normal
192.168.140.8,192.168.38.26,,0.184243053,1061,64,ARP,1078,Normal
192.168.13.1,192.168.174.126,,0.963609453,1063,32,TCP,1063,Normal
192.168.192.138,192.168.33.42,,0.323714691,885,255,TCP,889,Normal
192.168.219.138,192.168.117.136,,0.075989576,1068,64,TCP,1071,Normal
192.168.253.25,192.168.138.27,,0.833533867,1435,64,UDP,1454,Normal
192.168.20.8,192.168.184.119,,0.613888413,1123,32,ARP,1141,Normal
192.168.208.161,192.168.9.172,,0.136917424,897,255,ARP,916,Normal
192.168.221.152,192.168.30.237,,0.220209186,1179,64,UDP,1191,Normal
192.168.127.117,192.168.236.100,8,0.260941398,349,128,ICMP,365,Normal
192.168.199.13,192.168.69.194,11,0.254768881,1155,64,ICMP,1155,Normal
192.168.101.96,192.168.5.165,11,0.581528993,1042,128,ICMP,1061,Normal
192.168.166.37,192.168.10.184,,0.469342686,678,255,TCP,688,Normal
192.168.117.58,192.168.109.69,11,0.488948357,669,64,ICMP,676,Normal
192.168.230.94,192.168.63.110,,0.258252008,976,128,ARP,988,Normal
192.168.113.132,192.168.167.119,8,0.021898975,843,128,ICMP,854,Normal
192.168.235.198,192.168.163.221,,0.402515376,724,32,ARP,739,Normal
192.168.98.52,192.168.110.185,,0.094091464,279,64,TCP,294,Normal
192.168.15.8,192.168.84.42,,0.99163672,643,64,UDP,645,Normal
192.168.130.114,192.168.74.138,,0.617752648,190,32,ARP,195,Normal
192.168.115.218,192.168.113.101,,0.104494718,460,64,TCP,460,Normal
192.168.5.61,192.168.161.149,,0.626888937,1104,64,UDP,1114,Normal
192.168.202.47,192.168.173.48,,0.80710425,415,32,UDP,430,Normal
192.168.225.87,192.168.151.244,0,0.765346159,851,255,ICMP,863,Normal
192.168.237.93,192.168.82.176,,0.594860267,605,128,ARP,624,Normal
192.168.12.66,192.168.136.140,,0.700513721,996,128,UDP,1006,Normal
192.168.28.214,192.168.183.122,,0.576631569,1243,32,TCP,1245,Normal
192.168.97.147,192.168.176.143,,0.010257215,588,64,ARP,593,Normal
192.168.219.2,192.168.183.75,0,0.427364769,1081,32,ICMP,1086,Normal
192.168.117.249,192.168.137.106,,0.085157184,1344,64,TCP,1348,Normal
192.168.134.40,192.168.203.84,,0.233875234,691,32,TCP,691,Normal
192.168.146.83,192.168.55.247,,0.26654975,786,64,UDP,806,Normal
192.168.211.125,192.168.41.8,,0.674131366,592,32,TCP,599,Normal
192.168.190.233,192.168.249.20,,0.388163527,305,255,ARP,306,Normal
192.168.104.128,192.168.98.109,,0.847700583,600,255,ARP,613,Normal
192.168.52.2,192.168.156.122,,0.067100206,630,255,UDP,636,Normal
192.168.120.218,192.168.52.138,8,0.464313001,1341,32,ICMP,1350,Normal
192.168.59.127,192.168.21.54,,0.069970097,265,128,TCP,271,Normal
192.168.222.198,192.168.26.124,,0.222949667,424,128,TCP,438,Normal
192.168.53.127,192.168.108.216,,0.626529539,1062,64,UDP,1070,Normal
192.168.160.169,192.168.192.109,,0.576593223,1421,128,ARP,1423,Normal
192.168.28.196,192.168.154.219,0,0.444252779,681,32,ICMP,690,Normal
192.168.126.197,192.168.68.1,,0.039817903,127,255,ARP,136,Normal
192.168.162.203,192.168.252.237,8,0.272279887,675,32,ICMP,676,Normal
192.168.144.48,192.168.37.85,,0.282550996,211,128,UDP,230,Normal
192.168.110.79,192.168.105.237,8,0.479513578,731,32,ICMP,748,Normal
192.168.139.25,192.168.222.102,,0.123271802,557,32,ARP,563,Normal
192.168.191.9,192.168.203.91,8,0.663912338,61,64,ICMP,66,Normal
192.168.222.148,192.168.169.170,,0.882076423,1432,128,TCP,1445,Normal
192.168.86.169,192.168.66.3,,0.152639757,1182,128,TCP,1185,Normal
192.168.241.42,192.168.60.148,0,0.397964411,563,32,ICMP,567,Normal
192.168.89.195,192.168.91.203,,0.008808743,917,64,ARP,926,Normal
192.168.190.36,192.168.179.206,,0.187029228,494,255,ARP,499,Normal
192.168.135.90,192.168.62.132,,0.455202405,440,128,TCP,451,Normal
192.168.214.81,192.168.255.216,,0.809421758,1296,64,TCP,1303,Normal
192.168.201.91,192.168.107.142,8,0.324222902,494,255,ICMP,513,Normal
192.168.127.254,192.168.40.38,,0.798391663,1040,64,ARP,1044,Normal
192.168.53.88,192.168.46.76,,0.308227927,727,255,ARP,741,Normal
192.168.231.242,192.168.109.200,,0.194678519,1338,32,TCP,1343,Normal
192.168.161.145,192.168.244.60,,0.806997816,629,128,ARP,639,Normal
192.168.159.28,192.168.19.111,,0.994082074,866,255,ARP,870,Normal
192.168.168.99,192.168.79.78,,0.356911708,208,32,UDP,228,Normal
192.168.125.18,192.168.183.252,0,0.700197029,584,32,ICMP,588,Normal
192.168.19.232,192.168.64.82,,0.979067412,960,128,TCP,973,Normal
192.168.181.89,192.168.233.213,0,0.854154855,210,255,ICMP,226,Normal
192.168.96.18,192.168.46.201,0,0.332139982,297,64,ICMP,298,Normal
192.168.73.162,192.168.11.210,,0.143576989,1063,32,ARP,1067,Normal
192.168.212.98,192.168.101.209,,0.648878595,657,64,ARP,664,Normal
192.168.188.139,192.168.105.31,8,0.54901581,580,128,ICMP,592,Normal
192.168.48.24,192.168.115.120,11,0.457759571,207,64,ICMP,217,Normal
192.168.127.168,192.168.246.137,,0.077466181,108,255,UDP,115,Normal
192.168.113.36,192.168.15.136,,0.501403539,866,255,TCP,875,Normal
192.168.44.233,192.168.117.101,8,0.106126542,863,128,ICMP,882,Normal
192.168.80.244,192.168.168.140,,0.409816002,92,128,UDP,111,Normal
192.168.168.131,192.168.90.33,,0.264630516,707,32,UDP,725,Normal
192.168.143.48,192.168.10.36,0,0.300568764,363,255,ICMP,376,Normal
192.168.4.99,192.168.1.181,,0.549142407,1000,128,ARP,1019,Normal
192.168.160.247,192.168.138.15,,0.258760183,116,32,ARP,125,Normal
192.168.169.45,192.168.157.110,,0.962817556,1073,255,ARP,1083,Normal
192.168.168.49,192.168.173.22,,0.763287347,1455,64,TCP,1471,Normal
192.168.154.70,192.168.151.207,,0.482407633,697,255,ARP,713,Normal
192.168.178.148,192.168.126.192,,0.63398693,136,255,TCP,152,Normal
192.168.123.165,192.168.95.167,,0.782590558,1460,32,UDP,1474,Normal
192.168.197.105,192.168.90.209,,0.827548161,1407,255,UDP,1420,Normal
192.168.24.101,192.168.53.60,,0.940245247,1497,32,UDP,1514,Normal
192.168.204.115,192.168.27.66,,0.083687986,175,64,UDP,180,Normal
192.168.65.205,192.168.191.42,,0.701547987,267,32,ARP,267,Normal
192.168.186.67,192.168.65.70,,0.860328355,303,128,UDP,311,Normal
192.168.102.97,192.168.62.136,,0.928838245,124,64,TCP,144,Normal
192.168.133.92,192.168.48.65,,0.442490845,901,128,ARP,920,Normal
192.168.82.197,192.168.8.50,,0.352401966,1458,255,TCP,1471,Normal
192.168.106.47,192.168.215.138,,0.431071622,824,128,TCP,837,Normal
192.168.112.35,192.168.165.63,0,0.299863079,1014,128,ICMP,1027,Normal
192.168.72.91,192.168.109.198,,0.225425474,987,64,TCP,1000,Normal
192.168.178.175,192.168.248.20,,0.225254399,1382,64,UDP,1391,Normal
192.168.203.48,192.168.238.142,,0.917762305,769,64,ARP,770,Normal
192.168.252.182,192.168.30.86,,0.017497645,1489,64,ARP,1489,Normal
192.168.178.199,192.168.155.79,8,0.760968512,768,64,ICMP,785,Normal
192.168.219.123,192.168.240.6,,0.925613558,145,32,ARP,154,Normal
192.168.51.50,192.168.115.216,,0.123563217,278,255,TCP,290,Normal
192.168.94.8,192.168.83.142,,0.057289475,1473,64,UDP,1480,Normal
192.168.81.247,192.168.166.73,,0.814287515,268,128,ARP,279,Normal
192.168.76.159,192.168.170.71,11,0.903497823,655,128,ICMP,665,Normal
192.168.108.56,192.168.31.211,,0.924461061,1497,64,TCP,1503,Normal
192.168.26.37,192.168.88.215,,0.291902903,1201,64,ARP,1210,Normal
192.168.57.221,192.168.161.75,11,0.275645937,446,64,ICMP,449,Normal
192.168.131.11,192.168.155.71,,0.00361176,408,128,UDP,410,Normal
192.168.45.34,192.168.12.176,11,0.651341316,1107,255,ICMP,1109,Normal
192.168.96.250,192.168.67.69,0,0.525881575,1044,64,ICMP,1051,Normal
192.168.90.226,192.168.43.102,11,0.054600454,243,64,ICMP,243,Normal
192.168.84.142,192.168.77.181,,0.684542209,1436,128,TCP,1454,Normal
192.168.81.216,192.168.90.39,8,0.347498463,511,255,ICMP,531,Normal
192.168.40.145,192.168.244.102,,0.539965258,1102,128,UDP,1114,Normal
192.168.97.45,192.168.144.247,,0.937869453,1450,128,ARP,1461,Normal
192.168.225.21,192.168.48.191,0,0.488213993,1023,32,ICMP,1028,Normal
192.168.77.241,192.168.101.71,0,0.929935384,832,128,ICMP,835,Normal
192.168.69.101,192.168.178.101,,0.206671563,882,128,UDP,883,Normal
192.168.254.193,192.168.41.108,,0.394555273,1237,64,TCP,1238,Normal
192.168.112.153,192.168.78.49,,0.448699351,297,128,ARP,302,Normal
192.168.37.21,192.168.102.245,,0.520463021,1477,64,TCP,1483,Normal
192.168.38.90,192.168.94.241,,0.77456479,629,255,UDP,634,Normal
192.168.97.28,192.168.162.86,,0.879880418,919,32,UDP,932,Normal
192.168.203.6,192.168.24.153,11,0.698635972,1490,128,ICMP,1493,Normal
192.168.135.35,192.168.182.101,11,0.593679664,1221,32,ICMP,1239,Normal
192.168.54.15,192.168.60.85,,0.494263313,1142,32,TCP,1152,Normal
192.168.174.176,192.168.17.86,,0.062750012,1249,255,ARP,1263,Normal
192.168.8.75,192.168.212.77,8,0.209427304,1044,32,ICMP,1054,Normal
192.168.41.51,192.168.253.252,,0.905863196,417,128,TCP,436,Normal
192.168.146.170,192.168.58.86,0,0.236438555,880,128,ICMP,900,Normal
192.168.87.136,192.168.113.95,,0.666539367,848,255,ARP,848,Normal
192.168.219.58,192.168.179.172,,0.561240515,512,32,UDP,517,Normal
192.168.2.38,192.168.216.92,,0.087236558,958,128,UDP,968,Normal
192.168.29.246,192.168.151.114,,0.795759521,539,64,TCP,553,Normal
192.168.214.111,192.168.143.215,,0.632588406,784,64,ARP,786,Normal
192.168.173.170,192.168.246.100,,0.109958679,1369,64,TCP,1383,Normal
192.168.12.37,192.168.237.254,,0.908719762,1220,255,ARP,1237,Normal
192.168.60.26,192.168.102.179,,0.407826428,998,32,TCP,1010,Normal
192.168.79.165,192.168.126.156,11,0.165572258,754,255,ICMP,760,Normal
192.168.228.62,192.168.185.163,,0.557272307,1342,128,UDP,1361,Normal
192.168.10.91,192.168.67.14,,0.306015449,433,128,TCP,434,Normal
192.168.117.83,192.168.101.70,,0.607445307,390,64,TCP,406,Normal
192.168.17.23,192.168.224.227,,0.575757282,83,255,UDP,95,Normal
192.168.94.152,192.168.74.225,0,0.767244407,1031,255,ICMP,1034,Normal
192.168.211.234,192.168.247.30,,0.96778202,243,64,UDP,261,Normal
192.168.1.239,192.168.197.96,0,0.587213361,967,255,ICMP,983,Normal
192.168.154.204,192.168.222.49,,0.258495551,993,128,TCP,1005,Normal
192.168.5.116,192.168.182.198,8,0.493873977,1054,255,ICMP,1057,Normal
192.168.20.17,192.168.214.141,,0.6303344,1393,64,TCP,1407,Normal
192.168.150.15,192.168.168.115,0,0.093369077,1246,32,ICMP,1263,Normal
192.168.37.103,192.168.194.193,,0.935875612,1193,255,UDP,1197,Normal
192.168.136.156,192.168.120.224,,0.88472451,328,128,UDP,337,Normal
192.168.57.82,192.168.102.80,,0.073907332,945,128,UDP,963,Normal
192.168.46.205,192.168.222.92,,0.302700081,447,128,UDP,461,Normal
192.168.73.104,192.168.79.7,0,0.104261286,319,128,ICMP,329,Normal
192.168.98.39,192.168.230.225,11,0.502384406,744,32,ICMP,755,Normal
192.168.26.62,192.168.51.109,,0.740098246,731,32,UDP,731,Normal
192.168.78.236,192.168.138.199,,0.88302391,1180,32,UDP,1182,Normal
192.168.126.179,192.168.194.187,,0.892269449,129,128,ARP,136,Normal
192.168.228.56,192.168.78.149,,0.788109028,299,32,TCP,311,Normal
192.168.234.144,192.168.94.85,,0.105401421,1178,128,TCP,1183,Normal
192.168.133.41,192.168.200.88,,0.915618447,1449,64,ARP,1467,Normal
192.168.23.210,192.168.254.12,,0.070053527,791,64,UDP,800,Normal
192.168.142.109,192.168.116.164,,0.395894296,1034,128,ARP,1053,Normal
192.168.182.147,192.168.91.244,,0.956369588,465,64,UDP,468,Normal
192.168.164.125,192.168.79.151,,0.250945555,793,255,ARP,804,Normal
192.168.68.40,192.168.164.144,,0.53178192,116,64,TCP,118,Normal
192.168.213.70,192.168.148.126,,0.390957002,140,32,TCP,154,Normal
192.168.16.202,192.168.195.224,,0.55910189,1149,128,TCP,1163,Normal
192.168.85.254,192.168.205.229,,0.807206584,1028,64,ARP,1045,Normal
192.168.193.213,192.168.75.111,0,0.862791276,731,64,ICMP,738,Normal
192.168.8.93,192.168.247.132,,0.194579854,1275,128,TCP,1275,Normal
192.168.89.139,192.168.59.54,,0.420934198,75,32,TCP,91,Normal
192.168.168.185,192.168.154.116,,0.033928813,1263,64,TCP,1265,Normal
192.168.66.171,192.168.214.68,,0.030103904,108,128,TCP,122,Normal
192.168.70.60,192.168.200.58,8,0.431969295,1290,255,ICMP,1294,Normal
192.168.90.254,192.168.147.10,,0.148565969,323,64,UDP,330,Normal
192.168.58.151,192.168.4.178,0,0.557590178,616,64,ICMP,619,Normal
192.168.129.188,192.168.177.1,,0.791920183,863,255,UDP,867,Normal
