frame.time_delta,frame.len,ip.ttl,ip.len,Protocol,label
0.00013,103,31,103,UDP,DDOS-Attack
7.3e-05,85,33,85,TCP,DDOS-Attack
5.3e-05,77,64,77,UDP,DDOS-Attack
0.0005,90,64,90,ICMP,DDOS-Attack
0.000899,60,33,60,TCP,DDOS-Attack
0.000979,150,36,150,UDP,DDOS-Attack
0.000212,86,39,86,ICMP,DDOS-Attack
0.000312,96,53,96,UDP,DDOS-Attack
0.00095,62,44,62,UDP,DDOS-Attack
0.000643,95,44,95,ICMP,DDOS-Attack
0.000624,97,33,97,UDP,DDOS-Attack
0.000847,119,36,119,ICMP,DDOS-Attack
0.000467,117,42,117,UDP,DDOS-Attack
0.00037,94,40,94,UDP,DDOS-Attack
0.000211,92,33,92,UDP,DDOS-Attack
0.000749,96,51,96,ICMP,DDOS-Attack
0.000621,109,38,109,ICMP,DDOS-Attack
2e-05,114,32,114,ICMP,DDOS-Attack
0.000382,108,47,108,TCP,DDOS-Attack
1.9e-05,104,41,104,ICMP,DDOS-Attack
0.000561,80,31,80,TCP,DDOS-Attack
0.000159,103,54,103,ICMP,DDOS-Attack
0.000966,136,38,136,UDP,DDOS-Attack
0.00075,147,60,147,ICMP,DDOS-Attack
0.000785,89,41,89,TCP,DDOS-Attack
0.000835,66,61,66,ICMP,DDOS-Attack
0.000126,135,55,135,TCP,DDOS-Attack
0.000901,111,41,111,UDP,DDOS-Attack
0.00078,111,60,111,ICMP,DDOS-Attack
0.000842,141,61,141,UDP,DDOS-Attack
0.000193,63,63,63,ICMP,DDOS-Attack
0.000187,150,39,150,UDP,DDOS-Attack
0.000679,113,60,113,ICMP,DDOS-Attack
0.000155,144,43,144,UDP,DDOS-Attack
0.000764,74,45,74,ICMP,DDOS-Attack
0.000461,104,32,104,UDP,DDOS-Attack
3.7e-05,132,46,132,TCP,DDOS-Attack
1.5e-05,115,45,115,ICMP,DDOS-Attack
0.000284,65,52,65,TCP,DDOS-Attack
6.8e-05,75,43,75,ICMP,DDOS-Attack
0.000356,125,43,125,ICMP,DDOS-Attack
0.000731,66,55,66,UDP,DDOS-Attack
0.000758,101,33,101,TCP,DDOS-Attack
0.000344,82,39,82,TCP,DDOS-Attack
0.000897,138,38,138,UDP,DDOS-Attack
0.000813,95,32,95,UDP,DDOS-Attack
0.000724,94,30,94,ICMP,DDOS-Attack
0.000797,86,64,86,UDP,DDOS-Attack
0.000838,136,39,136,UDP,DDOS-Attack
0.000297,110,57,110,UDP,DDOS-Attack
0.000325,131,49,131,UDP,DDOS-Attack
0.000195,150,33,150,UDP,DDOS-Attack
7.8e-05,110,46,110,TCP,DDOS-Attack
0.000582,115,43,115,UDP,DDOS-Attack
0.000646,78,49,78,ICMP,DDOS-Attack
2.1e-05,85,37,85,UDP,DDOS-Attack
0.000447,72,45,72,UDP,DDOS-Attack
0.000728,104,33,104,ICMP,DDOS-Attack
0.000305,60,40,60,ICMP,DDOS-Attack
0.000259,82,57,82,ICMP,DDOS-Attack
0.000218,104,33,104,TCP,DDOS-Attack
0.00067,73,49,73,TCP,DDOS-Attack
0.000519,85,50,85,ICMP,DDOS-Attack
0.000884,79,58,79,UDP,DDOS-Attack
0.000808,142,52,142,UDP,DDOS-Attack
0.000814,126,46,126,UDP,DDOS-Attack
0.000451,120,37,120,ICMP,DDOS-Attack
0.000548,144,50,144,ICMP,DDOS-Attack
0.000155,117,43,117,UDP,DDOS-Attack
0.000622,150,54,150,TCP,DDOS-Attack
0.00029,133,58,133,TCP,DDOS-Attack
0.000994,73,57,73,TCP,DDOS-Attack
0.000146,65,33,65,ICMP,DDOS-Attack
0.000138,135,37,135,UDP,DDOS-Attack
4.3e-05,97,62,97,ICMP,DDOS-Attack
0.000397,98,46,98,UDP,DDOS-Attack
0.000483,70,62,70,ICMP,DDOS-Attack
0.000145,116,60,116,UDP,DDOS-Attack
0.000769,80,36,80,ICMP,DDOS-Attack
0.000631,81,32,81,UDP,DDOS-Attack
0.000358,133,58,133,UDP,DDOS-Attack
0.000743,76,39,76,TCP,DDOS-Attack
0.000601,70,43,70,TCP,DDOS-Attack
0.000151,134,45,134,TCP,DDOS-Attack
0.000128,144,43,144,ICMP,DDOS-Attack
0.000899,75,39,75,ICMP,DDOS-Attack
0.000337,139,59,139,UDP,DDOS-Attack
0.000652,96,57,96,ICMP,DDOS-Attack
0.000857,106,30,106,TCP,DDOS-Attack
0.000913,90,49,90,ICMP,DDOS-Attack
0.000643,112,39,112,TCP,DDOS-Attack
0.000621,107,33,107,TCP,DDOS-Attack
9.7e-05,125,35,125,ICMP,DDOS-Attack
4e-05,110,47,110,ICMP,DDOS-Attack
0.000263,81,53,81,TCP,DDOS-Attack
0.000178,60,46,60,TCP,DDOS-Attack
0.000105,137,59,137,UDP,DDOS-Attack
0.000797,76,32,76,UDP,DDOS-Attack
0.000407,122,59,122,ICMP,DDOS-Attack
3.1e-05,64,33,64,UDP,DDOS-Attack
0.00022,124,30,124,TCP,DDOS-Attack
0.000222,117,39,117,TCP,DDOS-Attack
0.000232,78,47,78,ICMP,DDOS-Attack
0.000905,84,40,84,TCP,DDOS-Attack
0.000913,119,33,119,TCP,DDOS-Attack
7.8e-05,129,59,129,UDP,DDOS-Attack
0.000759,106,62,106,ICMP,DDOS-Attack
0.000859,85,40,85,UDP,DDOS-Attack
0.00089,135,55,135,TCP,DDOS-Attack
0.000787,116,35,116,UDP,DDOS-Attack
0.000776,108,51,108,UDP,DDOS-Attack
0.000218,78,61,78,UDP,DDOS-Attack
0.000441,142,46,142,ICMP,DDOS-Attack
6.5e-05,75,36,75,ICMP,DDOS-Attack
0.000354,86,47,86,UDP,DDOS-Attack
0.000967,94,42,94,TCP,DDOS-Attack
6.1e-05,114,49,114,UDP,DDOS-Attack
0.000557,80,58,80,TCP,DDOS-Attack
0.000168,77,40,77,ICMP,DDOS-Attack
3.2e-05,84,60,84,TCP,DDOS-Attack
0.000854,70,56,70,TCP,DDOS-Attack
0.000725,112,41,112,TCP,DDOS-Attack
0.000637,107,41,107,TCP,DDOS-Attack
0.000397,73,54,73,ICMP,DDOS-Attack
0.000177,92,52,92,UDP,DDOS-Attack
0.00019,120,38,120,TCP,DDOS-Attack
0.000612,105,53,105,TCP,DDOS-Attack
8e-05,93,42,93,UDP,DDOS-Attack
0.000963,80,57,80,UDP,DDOS-Attack
0.000116,83,41,83,UDP,DDOS-Attack
0.000144,119,46,119,ICMP,DDOS-Attack
0.00079,61,56,61,UDP,DDOS-Attack
3.2e-05,109,59,109,UDP,DDOS-Attack
0.000837,89,35,89,ICMP,DDOS-Attack
0.000521,92,53,92,ICMP,DDOS-Attack
0.000916,148,49,148,UDP,DDOS-Attack
3.2e-05,61,47,61,TCP,DDOS-Attack
0.000292,119,33,119,TCP,DDOS-Attack
0.000457,136,41,136,UDP,DDOS-Attack
0.000907,112,33,112,TCP,DDOS-Attack
0.00059,132,38,132,ICMP,DDOS-Attack
0.000699,123,47,123,UDP,DDOS-Attack
5.5e-05,100,41,100,UDP,DDOS-Attack
0.000865,140,42,140,TCP,DDOS-Attack
0.000231,144,44,144,TCP,DDOS-Attack
0.000602,106,49,106,ICMP,DDOS-Attack
0.000979,103,37,103,UDP,DDOS-Attack
0.000168,114,51,114,TCP,DDOS-Attack
0.00047,79,33,79,ICMP,DDOS-Attack
0.000563,93,37,93,UDP,DDOS-Attack
0.000883,89,40,89,UDP,DDOS-Attack
0.000413,141,51,141,UDP,DDOS-Attack
0.000413,114,53,114,TCP,DDOS-Attack
9.1e-05,92,32,92,UDP,DDOS-Attack
0.00072,146,41,146,UDP,DDOS-Attack
0.000467,94,60,94,TCP,DDOS-Attack
0.000515,148,58,148,TCP,DDOS-Attack
0.00034,123,62,123,UDP,DDOS-Attack
5.9e-05,132,47,132,UDP,DDOS-Attack
0.000837,119,61,119,UDP,DDOS-Attack
0.0004,109,47,109,UDP,DDOS-Attack
0.000669,84,44,84,ICMP,DDOS-Attack
0.000613,69,54,69,ICMP,DDOS-Attack
0.000216,139,63,139,ICMP,DDOS-Attack
0.000999,137,31,137,TCP,DDOS-Attack
0.000507,73,46,73,TCP,DDOS-Attack
0.000699,85,38,85,TCP,DDOS-Attack
0.000698,97,42,97,ICMP,DDOS-Attack
0.000906,71,58,71,UDP,DDOS-Attack
0.000463,95,49,95,TCP,DDOS-Attack
0.000704,60,45,60,UDP,DDOS-Attack
0.000482,84,57,84,TCP,DDOS-Attack
0.000389,116,45,116,ICMP,DDOS-Attack
0.000959,111,31,111,TCP,DDOS-Attack
0.000939,74,33,74,TCP,DDOS-Attack
0.000287,87,51,87,TCP,DDOS-Attack
0.000867,64,59,64,ICMP,DDOS-Attack
0.000683,75,40,75,ICMP,DDOS-Attack
0.000613,119,38,119,TCP,DDOS-Attack
0.000662,132,56,132,UDP,DDOS-Attack
0.000163,84,55,84,ICMP,DDOS-Attack
0.000613,141,35,141,ICMP,DDOS-Attack
0.00091,121,42,121,ICMP,DDOS-Attack
1.8e-05,102,42,102,UDP,DDOS-Attack
5.9e-05,67,41,67,UDP,DDOS-Attack
0.000138,75,38,75,TCP,DDOS-Attack
0.000908,116,34,116,TCP,DDOS-Attack
0.000839,105,47,105,UDP,DDOS-Attack
0.000625,130,50,130,TCP,DDOS-Attack
0.00043,65,32,65,ICMP,DDOS-Attack
0.000462,105,62,105,TCP,DDOS-Attack
0.000567,119,30,119,TCP,DDOS-Attack
8e-05,130,41,130,ICMP,DDOS-Attack
0.000989,135,52,135,UDP,DDOS-Attack
0.00031,129,48,129,TCP,DDOS-Attack
0.000976,83,63,83,TCP,DDOS-Attack
1.5e-05,113,51,113,UDP,DDOS-Attack
0.000621,73,50,73,TCP,DDOS-Attack
0.000571,117,43,117,ICMP,DDOS-Attack
1.8e-05,129,48,129,UDP,DDOS-Attack
0.00098,121,30,121,TCP,DDOS-Attack
0.000101,81,35,81,ICMP,DDOS-Attack
0.00085,102,49,102,UDP,DDOS-Attack
0.000976,123,52,123,UDP,DDOS-Attack
0.00015,65,43,65,TCP,DDOS-Attack
0.000301,147,60,147,UDP,DDOS-Attack
0.000167,86,34,86,TCP,DDOS-Attack
0.000417,128,46,128,TCP,DDOS-Attack
0.000548,140,31,140,UDP,DDOS-Attack
2.3e-05,95,47,95,ICMP,DDOS-Attack
0.000529,132,53,132,UDP,DDOS-Attack
0.000562,101,43,101,UDP,DDOS-Attack
0.00026,93,30,93,TCP,DDOS-Attack
0.00046,111,30,111,ICMP,DDOS-Attack
0.00081,65,49,65,UDP,DDOS-Attack
0.000898,92,47,92,TCP,DDOS-Attack
0.000551,105,33,105,TCP,DDOS-Attack
0.000293,97,60,97,ICMP,DDOS-Attack
0.000964,74,52,74,ICMP,DDOS-Attack
0.000798,144,49,144,ICMP,DDOS-Attack
0.000363,127,50,127,ICMP,DDOS-Attack
0.000604,114,32,114,TCP,DDOS-Attack
0.000833,85,52,85,ICMP,DDOS-Attack
0.000354,102,38,102,UDP,DDOS-Attack
0.000661,112,54,112,ICMP,DDOS-Attack
0.000807,121,42,121,TCP,DDOS-Attack
0.000404,133,48,133,UDP,DDOS-Attack
0.000464,132,54,132,UDP,DDOS-Attack
0.000956,117,58,117,UDP,DDOS-Attack
0.000435,71,55,71,TCP,DDOS-Attack
0.000581,132,61,132,ICMP,DDOS-Attack
0.000183,104,36,104,UDP,DDOS-Attack
6.9e-05,103,60,103,TCP,DDOS-Attack
0.000623,99,30,99,TCP,DDOS-Attack
0.000106,105,30,105,UDP,DDOS-Attack
0.000688,144,37,144,ICMP,DDOS-Attack
0.000525,107,54,107,TCP,DDOS-Attack
0.000329,112,47,112,UDP,DDOS-Attack
4.1e-05,140,50,140,UDP,DDOS-Attack
8.2e-05,82,45,82,UDP,DDOS-Attack
0.000978,127,47,127,TCP,DDOS-Attack
7.4e-05,140,55,140,TCP,DDOS-Attack
0.000839,147,53,147,ICMP,DDOS-Attack
0.000616,100,35,100,TCP,DDOS-Attack
0.000408,103,35,103,ICMP,DDOS-Attack
0.000722,93,33,93,ICMP,DDOS-Attack
2.6e-05,141,30,141,UDP,DDOS-Attack
0.000154,140,55,140,ICMP,DDOS-Attack
7.3e-05,148,42,148,TCP,DDOS-Attack
0.000941,114,56,114,UDP,DDOS-Attack
0.000228,121,57,121,UDP,DDOS-Attack
0.000599,120,43,120,TCP,DDOS-Attack
0.000144,97,48,97,ICMP,DDOS-Attack
0.000181,99,44,99,UDP,DDOS-Attack
0.000228,135,32,135,UDP,DDOS-Attack
0.000818,60,39,60,ICMP,DDOS-Attack
0.000203,104,49,104,TCP,DDOS-Attack
0.000722,126,37,126,ICMP,DDOS-Attack
0.000141,126,34,126,ICMP,DDOS-Attack
0.000139,149,63,149,TCP,DDOS-Attack
0.000212,70,56,70,TCP,DDOS-Attack
0.000807,118,40,118,TCP,DDOS-Attack
0.000646,110,53,110,ICMP,DDOS-Attack
0.000956,86,31,86,TCP,DDOS-Attack
0.000101,92,44,92,UDP,DDOS-Attack
0.00096,145,31,145,TCP,DDOS-Attack
0.000885,83,43,83,UDP,DDOS-Attack
0.000458,145,35,145,ICMP,DDOS-Attack
0.000418,80,36,80,ICMP,DDOS-Attack
9.1e-05,115,49,115,TCP,DDOS-Attack
0.000902,66,46,66,TCP,DDOS-Attack
0.000151,101,41,101,UDP,DDOS-Attack
9.6e-05,126,48,126,ICMP,DDOS-Attack
0.000469,127,43,127,TCP,DDOS-Attack
0.000858,132,39,132,TCP,DDOS-Attack
0.000828,68,48,68,TCP,DDOS-Attack
0.000797,129,42,129,UDP,DDOS-Attack
0.000405,120,55,120,UDP,DDOS-Attack
2.9e-05,111,45,111,ICMP,DDOS-Attack
0.000476,65,59,65,UDP,DDOS-Attack
0.000606,138,55,138,ICMP,DDOS-Attack
0.000171,122,51,122,UDP,DDOS-Attack
0.000467,92,46,92,TCP,DDOS-Attack
0.000863,141,39,141,ICMP,DDOS-Attack
0.000972,91,45,91,UDP,DDOS-Attack
0.000361,66,55,66,ICMP,DDOS-Attack
1.2e-05,63,62,63,UDP,DDOS-Attack
0.000845,143,42,143,ICMP,DDOS-Attack
0.000645,74,43,74,UDP,DDOS-Attack
0.000319,71,55,71,TCP,DDOS-Attack
0.000383,149,60,149,TCP,DDOS-Attack
0.000957,140,54,140,TCP,DDOS-Attack
9.2e-05,142,56,142,ICMP,DDOS-Attack
0.000365,98,37,98,TCP,DDOS-Attack
0.000872,84,56,84,TCP,DDOS-Attack
0.000764,86,39,86,UDP,DDOS-Attack
0.000359,83,62,83,TCP,DDOS-Attack
0.000617,99,48,99,ICMP,DDOS-Attack
9.1e-05,105,64,105,UDP,DDOS-Attack
0.000921,144,49,144,UDP,DDOS-Attack
0.00014,96,55,96,UDP,DDOS-Attack
0.000807,69,33,69,TCP,DDOS-Attack
5.5e-05,104,59,104,TCP,DDOS-Attack
0.000969,111,45,111,UDP,DDOS-Attack
0.000876,84,43,84,UDP,DDOS-Attack
6e-06,89,57,89,UDP,DDOS-Attack
0.000798,74,52,74,UDP,DDOS-Attack
0.000121,60,34,60,ICMP,DDOS-Attack
0.000759,112,51,112,ICMP,DDOS-Attack
0.000418,148,43,148,UDP,DDOS-Attack
0.000624,97,63,97,ICMP,DDOS-Attack
0.000256,103,53,103,UDP,DDOS-Attack
0.000361,101,61,101,UDP,DDOS-Attack
0.000837,68,56,68,UDP,DDOS-Attack
0.000821,76,38,76,ICMP,DDOS-Attack
0.000728,64,51,64,UDP,DDOS-Attack
9.3e-05,148,50,148,UDP,DDOS-Attack
0.000369,100,64,100,UDP,DDOS-Attack
0.000865,137,60,137,UDP,DDOS-Attack
0.000494,64,53,64,TCP,DDOS-Attack
0.000803,71,45,71,UDP,DDOS-Attack
0.000957,131,46,131,ICMP,DDOS-Attack
0.000532,115,60,115,ICMP,DDOS-Attack
0.000671,120,56,120,ICMP,DDOS-Attack
0.000197,134,59,134,ICMP,DDOS-Attack
0.000288,135,39,135,UDP,DDOS-Attack
0.000208,139,39,139,ICMP,DDOS-Attack
0.000707,82,45,82,UDP,DDOS-Attack
0.000276,99,63,99,TCP,DDOS-Attack
0.000509,95,54,95,UDP,DDOS-Attack
0.000543,132,32,132,UDP,DDOS-Attack
0.000233,123,33,123,UDP,DDOS-Attack
8.5e-05,115,45,115,ICMP,DDOS-Attack
0.000144,129,43,129,TCP,DDOS-Attack
0.000729,111,38,111,TCP,DDOS-Attack
0.000115,65,40,65,ICMP,DDOS-Attack
0.000284,105,41,105,TCP,DDOS-Attack
0.000126,103,62,103,ICMP,DDOS-Attack
0.000933,89,31,89,UDP,DDOS-Attack
0.000131,139,43,139,TCP,DDOS-Attack
0.000268,141,30,141,ICMP,DDOS-Attack
0.00039,132,44,132,TCP,DDOS-Attack
0.000474,88,59,88,TCP,DDOS-Attack
0.000144,84,37,84,TCP,DDOS-Attack
0.000838,139,47,139,TCP,DDOS-Attack
0.000957,85,54,85,ICMP,DDOS-Attack
0.000376,114,45,114,ICMP,DDOS-Attack
0.000298,119,32,119,TCP,DDOS-Attack
0.000815,106,40,106,TCP,DDOS-Attack
0.000132,148,52,148,TCP,DDOS-Attack
0.000139,77,32,77,TCP,DDOS-Attack
0.000872,87,52,87,TCP,DDOS-Attack
0.000524,65,42,65,ICMP,DDOS-Attack
0.000871,91,36,91,ICMP,DDOS-Attack
0.00078,75,54,75,UDP,DDOS-Attack
0.000138,100,31,100,UDP,DDOS-Attack
0.000733,144,43,144,ICMP,DDOS-Attack
0.000724,60,49,60,ICMP,DDOS-Attack
0.000964,75,51,75,TCP,DDOS-Attack
0.00042,83,49,83,UDP,DDOS-Attack
8.3e-05,107,44,107,TCP,DDOS-Attack
0.000398,105,52,105,TCP,DDOS-Attack
2.1e-05,123,41,123,ICMP,DDOS-Attack
0.00059,148,33,148,UDP,DDOS-Attack
0.000671,123,60,123,ICMP,DDOS-Attack
2e-06,79,42,79,ICMP,DDOS-Attack
8.1e-05,96,40,96,TCP,DDOS-Attack
0.000777,65,34,65,UDP,DDOS-Attack
0.000925,133,30,133,UDP,DDOS-Attack
0.000696,77,41,77,TCP,DDOS-Attack
0.000498,61,60,61,ICMP,DDOS-Attack
0.000121,119,48,119,ICMP,DDOS-Attack
8.3e-05,143,51,143,UDP,DDOS-Attack
0.000353,132,48,132,TCP,DDOS-Attack
0.000512,103,52,103,ICMP,DDOS-Attack
0.000827,71,41,71,TCP,DDOS-Attack
0.000392,74,60,74,UDP,DDOS-Attack
0.000453,136,56,136,TCP,DDOS-Attack
0.000249,101,62,101,UDP,DDOS-Attack
0.000426,69,45,69,TCP,DDOS-Attack
0.000603,114,56,114,TCP,DDOS-Attack
0.000514,102,52,102,TCP,DDOS-Attack
0.00022,138,43,138,UDP,DDOS-Attack
0.000614,113,42,113,ICMP,DDOS-Attack
8.7e-05,78,49,78,TCP,DDOS-Attack
0.000594,118,52,118,UDP,DDOS-Attack
0.000294,72,31,72,TCP,DDOS-Attack
0.000612,139,33,139,TCP,DDOS-Attack
0.000454,96,48,96,ICMP,DDOS-Attack
0.000139,69,54,69,UDP,DDOS-Attack
4.4e-05,91,32,91,ICMP,DDOS-Attack
0.000225,80,35,80,UDP,DDOS-Attack
0.000281,117,46,117,ICMP,DDOS-Attack
0.000494,140,39,140,UDP,DDOS-Attack
0.000955,61,50,61,TCP,DDOS-Attack
0.000808,81,58,81,UDP,DDOS-Attack
0.000789,115,42,115,ICMP,DDOS-Attack
8.2e-05,107,39,107,ICMP,DDOS-Attack
0.000118,103,39,103,UDP,DDOS-Attack
0.000635,73,39,73,TCP,DDOS-Attack
0.000562,76,30,76,UDP,DDOS-Attack
0.000211,133,47,133,ICMP,DDOS-Attack
0.000528,88,59,88,ICMP,DDOS-Attack
0.000636,85,32,85,ICMP,DDOS-Attack
0.000284,128,43,128,ICMP,DDOS-Attack
0.000763,129,57,129,TCP,DDOS-Attack
0.00038,81,44,81,TCP,DDOS-Attack
0.000627,125,62,125,UDP,DDOS-Attack
0.000885,126,30,126,ICMP,DDOS-Attack
0.000882,88,39,88,UDP,DDOS-Attack
0.000345,135,54,135,TCP,DDOS-Attack
0.000842,111,49,111,UDP,DDOS-Attack
0.000634,62,35,62,ICMP,DDOS-Attack
0.001,92,51,92,UDP,DDOS-Attack
0.000254,74,49,74,ICMP,DDOS-Attack
0.00031,88,62,88,UDP,DDOS-Attack
0.00084,69,31,69,ICMP,DDOS-Attack
0.000161,83,46,83,UDP,DDOS-Attack
0.000159,118,42,118,UDP,DDOS-Attack
0.000299,112,30,112,ICMP,DDOS-Attack
0.00079,141,60,141,UDP,DDOS-Attack
0.000919,70,47,70,TCP,DDOS-Attack
0.000118,77,58,77,UDP,DDOS-Attack
0.000312,149,36,149,TCP,DDOS-Attack
0.000648,109,55,109,TCP,DDOS-Attack
0.000669,83,53,83,TCP,DDOS-Attack
0.000303,70,49,70,TCP,DDOS-Attack
0.000694,123,55,123,UDP,DDOS-Attack
0.000663,83,38,83,ICMP,DDOS-Attack
0.000134,76,59,76,TCP,DDOS-Attack
0.000768,119,32,119,UDP,DDOS-Attack
0.000236,112,63,112,UDP,DDOS-Attack
7.4e-05,108,52,108,TCP,DDOS-Attack
0.000407,65,45,65,UDP,DDOS-Attack
0.000267,149,63,149,ICMP,DDOS-Attack
0.000496,68,56,68,TCP,DDOS-Attack
0.000275,70,40,70,UDP,DDOS-Attack
0.000799,92,43,92,UDP,DDOS-Attack
0.000875,133,53,133,TCP,DDOS-Attack
0.000521,129,50,129,TCP,DDOS-Attack
0.000379,89,45,89,UDP,DDOS-Attack
5.3e-05,87,62,87,TCP,DDOS-Attack
0.000636,83,55,83,ICMP,DDOS-Attack
0.000782,91,55,91,UDP,DDOS-Attack
0.000682,73,33,73,ICMP,DDOS-Attack
0.000359,83,52,83,TCP,DDOS-Attack
9.6e-05,78,59,78,ICMP,DDOS-Attack
0.000426,86,62,86,UDP,DDOS-Attack
0.000579,104,49,104,UDP,DDOS-Attack
0.000675,102,59,102,TCP,DDOS-Attack
0.000553,78,51,78,UDP,DDOS-Attack
0.000109,88,33,88,ICMP,DDOS-Attack
0.000745,68,55,68,UDP,DDOS-Attack
0.000518,90,61,90,ICMP,DDOS-Attack
0.000427,133,35,133,ICMP,DDOS-Attack
0.000442,114,32,114,UDP,DDOS-Attack
0.00053,123,48,123,UDP,DDOS-Attack
0.000339,141,40,141,TCP,DDOS-Attack
0.000106,135,53,135,TCP,DDOS-Attack
0.000861,87,59,87,TCP,DDOS-Attack
0.000904,85,33,85,TCP,DDOS-Attack
0.000536,139,52,139,UDP,DDOS-Attack
0.000634,63,60,63,UDP,DDOS-Attack
0.000184,84,48,84,ICMP,DDOS-Attack
0.000791,70,58,70,UDP,DDOS-Attack
3.9e-05,62,64,62,TCP,DDOS-Attack
0.000189,66,31,66,UDP,DDOS-Attack
3.1e-05,75,60,75,UDP,DDOS-Attack
0.000761,82,55,82,UDP,DDOS-Attack
0.000193,130,37,130,TCP,DDOS-Attack
0.000712,98,37,98,UDP,DDOS-Attack
0.000824,94,30,94,UDP,DDOS-Attack
0.00021,144,63,144,TCP,DDOS-Attack
0.000133,88,40,88,TCP,DDOS-Attack
0.000822,143,44,143,ICMP,DDOS-Attack
1e-05,106,56,106,TCP,DDOS-Attack
0.000124,108,41,108,UDP,DDOS-Attack
9.3e-05,137,59,137,TCP,DDOS-Attack
0.000613,140,34,140,ICMP,DDOS-Attack
7e-06,91,40,91,ICMP,DDOS-Attack
0.00025,104,34,104,UDP,DDOS-Attack
0.000322,97,58,97,TCP,DDOS-Attack
0.000981,135,42,135,TCP,DDOS-Attack
0.000155,83,44,83,UDP,DDOS-Attack
0.000174,93,48,93,ICMP,DDOS-Attack
0.000872,127,46,127,TCP,DDOS-Attack
0.000122,78,51,78,UDP,DDOS-Attack
0.000941,100,34,100,UDP,DDOS-Attack
0.000241,105,49,105,ICMP,DDOS-Attack
0.000626,140,59,140,TCP,DDOS-Attack
0.000884,101,43,101,TCP,DDOS-Attack
0.000597,81,48,81,UDP,DDOS-Attack
0.000388,134,51,134,UDP,DDOS-Attack
0.000362,83,55,83,TCP,DDOS-Attack
0.000804,78,39,78,ICMP,DDOS-Attack
0.000121,149,44,149,TCP,DDOS-Attack
0.000676,105,35,105,UDP,DDOS-Attack
0.0008,69,56,69,UDP,DDOS-Attack
0.000539,91,32,91,UDP,DDOS-Attack
0.000437,90,40,90,UDP,DDOS-Attack
0.000609,77,47,77,TCP,DDOS-Attack
0.000187,149,42,149,TCP,DDOS-Attack
0.000528,128,64,128,ICMP,DDOS-Attack
0.000329,72,51,72,ICMP,DDOS-Attack
0.000171,104,47,104,ICMP,DDOS-Attack
0.000215,137,47,137,ICMP,DDOS-Attack
0.000692,140,31,140,TCP,DDOS-Attack
0.000179,108,45,108,UDP,DDOS-Attack
0.000941,83,30,83,TCP,DDOS-Attack
0.000432,115,30,115,ICMP,DDOS-Attack
0.000736,91,34,91,TCP,DDOS-Attack
9e-06,117,38,117,ICMP,DDOS-Attack
0.0002,136,39,136,UDP,DDOS-Attack
3.9e-05,120,42,120,ICMP,DDOS-Attack
0.000837,87,53,87,ICMP,DDOS-Attack
9.3e-05,137,62,137,UDP,DDOS-Attack
0.000695,110,41,110,ICMP,DDOS-Attack
0.000661,125,32,125,TCP,DDOS-Attack
7.4e-05,142,49,142,ICMP,DDOS-Attack
0.000526,100,39,100,TCP,DDOS-Attack
0.000258,109,43,109,TCP,DDOS-Attack
0.000739,64,41,64,UDP,DDOS-Attack
0.000177,66,31,66,ICMP,DDOS-Attack
5.6e-05,92,53,92,ICMP,DDOS-Attack
0.000795,60,50,60,UDP,DDOS-Attack
3.4e-05,90,46,90,ICMP,DDOS-Attack
0.000305,147,63,147,ICMP,DDOS-Attack
0.000718,89,50,89,UDP,DDOS-Attack
0.00045,144,37,144,UDP,DDOS-Attack
0.000764,111,37,111,UDP,DDOS-Attack
0.000903,97,55,97,UDP,DDOS-Attack
5.4e-05,90,61,90,ICMP,DDOS-Attack
0.000447,72,40,72,UDP,DDOS-Attack
9.5e-05,150,44,150,ICMP,DDOS-Attack
0.000576,60,64,60,ICMP,DDOS-Attack
0.000312,124,40,124,ICMP,DDOS-Attack
0.000395,101,61,101,ICMP,DDOS-Attack
0.000326,92,62,92,TCP,DDOS-Attack
0.000293,148,34,148,UDP,DDOS-Attack
0.000985,149,56,149,ICMP,DDOS-Attack
3e-06,132,31,132,TCP,DDOS-Attack
0.000815,64,31,64,UDP,DDOS-Attack
0.000856,115,46,115,UDP,DDOS-Attack
0.000831,80,40,80,TCP,DDOS-Attack
0.000491,145,51,145,TCP,DDOS-Attack
0.000975,80,48,80,UDP,DDOS-Attack
0.000409,125,52,125,TCP,DDOS-Attack
0.000377,138,37,138,ICMP,DDOS-Attack
0.000471,67,50,67,TCP,DDOS-Attack
0.000206,147,40,147,UDP,DDOS-Attack
0.000892,143,31,143,UDP,DDOS-Attack
0.000921,132,38,132,UDP,DDOS-Attack
0.000347,143,52,143,UDP,DDOS-Attack
0.000144,140,61,140,UDP,DDOS-Attack
0.000363,81,35,81,TCP,DDOS-Attack
0.000619,141,63,141,UDP,DDOS-Attack
0.000485,90,56,90,UDP,DDOS-Attack
0.000798,65,34,65,ICMP,DDOS-Attack
0.000666,138,32,138,TCP,DDOS-Attack
0.000302,140,58,140,ICMP,DDOS-Attack
7.4e-05,134,38,134,UDP,DDOS-Attack
0.000664,133,62,133,TCP,DDOS-Attack
0.000612,62,60,62,UDP,DDOS-Attack
0.000543,149,62,149,ICMP,DDOS-Attack
0.000276,124,55,124,UDP,DDOS-Attack
0.000218,128,34,128,UDP,DDOS-Attack
0.000495,85,36,85,TCP,DDOS-Attack
0.000593,137,47,137,ICMP,DDOS-Attack
0.000679,98,46,98,UDP,DDOS-Attack
